as_of,ticker,setup_name,direction,strength,spot_at_setup,ret_1d,ret_5d,correct_1d,correct_5d,vix_at_setup,vix_regime,weekly_trend,weekly_ribbon_agreement,pct_change_1w,pct_change_4w,composite_score,grade,cat_technical,cat_vol_vix,cat_catalyst,cat_macro_breadth,cat_liquidity
2026-04-22,COST,stage_2_breakout,bullish,0.4057,1003.7,0.010641,-0.005011,True,False,18.92,neutral,down,True,0.019243,0.030683,72.87,B+,7.083,7.838,8.667,7.0,6.036
2026-04-23,DIA,pullback_in_trend,bullish,0.9273,493.0,-0.001602,0.007404,False,True,19.31,neutral,up,True,0.015176,0.062179,72.33,B+,7.336,7.818,8.667,6.25,6.036
2026-04-23,XLF,pullback_in_trend,bullish,0.9707,51.8,-0.007336,0.006371,False,True,19.31,neutral,up,False,-0.004421,0.049858,68.72,B,6.34,7.818,8.667,5.5,6.036
2026-04-23,XLV,pullback_in_trend,bearish,0.9729,146.24,-0.014087,-0.00171,True,True,19.31,neutral,flat,True,-0.002524,0.0,68.52,B,7.012,7.818,8.667,4.25,6.036
2026-04-23,XLP,stage_2_breakout,bullish,0.2027,83.48,-0.002995,0.009942,False,True,19.31,neutral,up,False,0.025175,0.024169,69.95,B,5.633,7.818,8.667,7.5,6.036
2026-04-23,XLY,pullback_in_trend,bullish,0.9506,117.74,0.008069,0.005181,True,True,19.31,neutral,up,False,0.000935,0.063307,69.59,B,6.39,7.818,8.667,6.0,6.036
2026-04-23,XLB,compression_breakout,bullish,0.8333,51.81,0.002123,-0.006562,True,False,19.31,neutral,up,True,0.001159,0.048573,75.13,B+,8.457,7.818,8.667,6.25,6.036
2026-04-23,XLRE,pullback_in_trend,bullish,0.9313,43.96,-0.002957,0.010009,False,True,19.31,neutral,up,True,0.003424,0.091631,73.22,B+,7.54,7.818,8.667,6.5,6.036
2026-04-23,XLC,pullback_in_trend,bullish,0.9513,117.39,-0.015759,-0.007496,False,False,19.31,neutral,up,True,-0.012118,0.053392,70.43,B,7.325,7.818,8.667,5.0,6.036
2026-04-23,META,pullback_in_trend,bullish,0.9561,659.15,0.024092,-0.071668,True,False,19.31,neutral,up,False,-0.026179,0.10802,68.86,B,6.699,7.818,8.667,5.0,6.036
2026-04-23,JPM,pullback_in_trend,bullish,0.9607,311.69,-0.01094,0.004941,False,True,19.31,neutral,up,False,0.005614,0.055074,68.75,B,6.355,7.818,8.667,5.5,6.036
2026-04-23,V,stage_2_breakout,bearish,0.2951,308.88,0.001748,0.067858,False,False,19.31,neutral,up,False,-0.01974,0.01302,65.73,B,5.744,7.818,8.667,4.5,6.036
2026-04-23,COST,pullback_in_trend,bullish,0.9629,1014.38,-0.003184,0.000148,False,True,19.31,neutral,flat,True,0.027522,0.040539,74.02,B+,7.263,7.818,8.667,7.5,6.036
2026-04-24,DIA,pullback_in_trend,bullish,0.9359,492.21,-0.000772,0.005709,False,True,18.71,neutral,up,True,-0.004067,0.071629,72.67,B+,7.416,7.872,8.667,6.25,6.036
2026-04-24,XLV,pullback_in_trend,bearish,0.9389,144.18,-0.004994,0.006797,True,False,18.71,neutral,down,True,-0.031048,-0.010704,69.44,B,6.873,7.872,8.667,5.0,6.036
2026-04-24,XLI,pullback_in_trend,bullish,0.969,172.47,0.000232,0.002841,True,True,18.71,neutral,up,True,-0.005994,0.069449,72.8,B+,7.468,7.872,8.667,6.25,6.036
2026-04-24,XLP,stage_2_breakout,bullish,0.093,83.23,-0.010693,0.011294,False,True,18.71,neutral,up,False,0.009338,0.025758,68.81,B,5.424,7.872,8.667,7.0,6.036
2026-04-24,XLY,pullback_in_trend,bullish,0.9371,118.69,-0.007162,-0.000506,False,False,18.71,neutral,up,False,-0.014285,0.0906,70.12,B+,6.545,7.872,8.667,6.0,6.036
2026-04-24,XLB,compression_breakout,bullish,0.9365,51.92,-0.002696,-0.010978,False,False,18.71,neutral,up,True,0.000771,0.057649,76.69,B+,8.724,7.872,8.667,6.75,6.036
2026-04-24,XLB,pullback_in_trend,bullish,0.9656,51.92,-0.002696,-0.010978,False,False,18.71,neutral,up,True,0.000771,0.057649,73.33,B+,7.382,7.872,8.667,6.75,6.036
2026-04-24,XLRE,pullback_in_trend,bullish,0.9441,43.83,-0.007757,0.01118,False,True,18.71,neutral,up,True,-0.014613,0.087863,72.23,B,7.541,7.872,8.667,5.75,6.036
2026-04-24,XLC,pullback_in_trend,bullish,0.9985,115.54,0.002337,0.010213,True,True,18.71,neutral,up,False,-0.029891,0.061851,68.82,B,6.476,7.872,8.667,5.25,6.036
2026-04-24,META,pullback_in_trend,bullish,0.9298,675.03,0.005318,-0.098188,True,False,18.71,neutral,up,False,-0.019635,0.232842,70.78,B,7.26,7.872,8.667,5.25,6.036
2026-04-24,JPM,pullback_in_trend,bullish,0.9837,308.28,0.010867,0.013592,True,True,18.71,neutral,up,False,-0.006478,0.056984,69.04,B,6.414,7.872,8.667,5.5,6.036
2026-04-24,V,stage_2_breakout,bearish,0.2416,309.42,0.000743,0.060145,False,False,18.71,neutral,up,False,-0.023973,0.012732,65.59,B,5.635,7.872,8.667,4.5,6.036
2026-04-24,COST,pullback_in_trend,bullish,0.9726,1011.15,-0.012995,0.000544,False,True,18.71,neutral,flat,True,0.011261,0.032154,73.32,B+,7.226,7.872,8.667,7.0,6.036
2026-04-27,DIA,pullback_in_trend,bullish,0.9421,491.83,-0.000834,-0.004615,False,False,18.02,neutral,up,True,-0.005057,0.08959,63.01,B,7.548,7.875,2.0,6.25,6.036
2026-04-27,XLF,pullback_in_trend,bullish,0.9725,51.81,0.000772,-0.004439,True,False,18.02,neutral,up,False,-0.01558,0.083665,60.18,B,6.569,7.875,2.0,6.0,6.036
2026-04-27,XLV,pullback_in_trend,bearish,0.9308,143.46,0.002649,0.008853,False,False,18.02,neutral,down,True,-0.026862,0.001396,59.6,F,6.938,7.875,2.0,5.0,6.036
2026-04-27,XLI,pullback_in_trend,bullish,0.9706,172.51,-0.008869,-0.008869,False,False,18.02,neutral,up,True,-0.007993,0.083606,63.42,B,7.565,7.875,2.0,6.5,6.036
2026-04-27,XLY,pullback_in_trend,bullish,0.9564,117.84,-0.007043,-0.001018,False,False,18.02,neutral,up,False,-0.016935,0.115064,60.25,B,6.747,7.875,2.0,5.75,6.036
2026-04-27,XLB,compression_breakout,bullish,0.9603,51.78,-0.007339,-0.021823,False,False,18.02,neutral,flat,True,-0.008616,0.058679,66.08,B,8.778,7.875,2.0,6.25,6.036
2026-04-27,XLB,pullback_in_trend,bullish,0.9747,51.78,-0.007339,-0.021823,False,False,18.02,neutral,flat,True,-0.008616,0.058679,62.65,B,7.407,7.875,2.0,6.25,6.036
2026-04-27,XLRE,pullback_in_trend,bullish,0.9707,43.49,0.009657,0.013566,True,True,18.02,neutral,up,True,-0.025762,0.086978,61.6,B,7.588,7.875,2.0,5.25,6.036
2026-04-27,XLC,pullback_in_trend,bullish,0.9949,115.81,-0.000518,0.002504,False,True,18.02,neutral,up,True,-0.024758,0.081932,62.02,B,7.603,7.875,2.0,5.5,6.036
2026-04-27,AAPL,pullback_in_trend,bullish,0.9752,267.61,0.011584,0.034453,True,True,18.02,neutral,up,True,-0.019923,0.075603,64.81,B,7.521,7.875,2.0,7.5,6.036
2026-04-27,JPM,pullback_in_trend,bullish,0.9647,311.63,-0.000578,-0.012772,False,False,18.02,neutral,up,True,-0.016909,0.101789,62.95,B,7.675,7.875,2.0,6.0,6.036
2026-04-27,COST,pullback_in_trend,bullish,0.9958,998.01,-0.004018,0.014809,False,True,18.02,neutral,flat,True,0.00017,0.014382,62.77,B,7.154,7.875,2.0,6.75,6.036
2026-04-28,IWM,pullback_in_trend,bullish,0.9425,273.91,-0.006681,0.03158,False,True,17.83,neutral,up,True,-0.002186,0.143149,63.9,B,7.906,7.875,2.0,6.25,6.036
2026-04-28,DIA,pullback_in_trend,bullish,0.9482,491.42,-0.005596,0.003134,False,True,17.83,neutral,up,True,0.000122,0.087068,62.99,B,7.544,7.875,2.0,6.25,6.036
2026-04-28,XLF,pullback_in_trend,bullish,0.9726,51.85,0.00135,-0.005014,True,False,17.83,neutral,up,False,-0.008604,0.072167,59.62,F,6.493,7.875,2.0,5.75,6.036
2026-04-28,XLE,stage_2_breakout,bullish,0.46,57.71,0.022873,0.030151,True,True,17.83,neutral,up,False,0.032934,-0.068593,59.83,F,5.529,7.875,2.0,7.5,6.036
2026-04-28,XLV,compression_breakout,bearish,0.8571,143.84,-0.006952,0.01015,True,False,17.83,neutral,down,True,-0.014254,0.000139,62.34,B,8.182,7.875,2.0,4.75,6.036
2026-04-28,XLV,pullback_in_trend,bearish,0.9429,143.84,-0.006952,0.01015,True,False,17.83,neutral,down,True,-0.014254,0.000139,59.27,F,6.953,7.875,2.0,4.75,6.036
2026-04-28,XLI,pullback_in_trend,bullish,0.9921,170.98,-0.006141,0.008364,False,True,17.83,neutral,flat,True,-0.002683,0.091757,63.29,B,7.663,7.875,2.0,6.25,6.036
2026-04-28,XLP,stage_2_breakout,bullish,0.0378,83.08,-0.001926,0.011796,False,True,17.83,neutral,up,False,0.015152,0.014656,57.98,F,5.24,7.875,2.0,6.75,6.036
2026-04-28,XLY,pullback_in_trend,bullish,0.9741,117.01,-0.001453,0.009059,False,True,17.83,neutral,up,False,-0.016475,0.10742,59.09,F,6.731,7.875,2.0,5.0,6.036
2026-04-28,XLB,compression_breakout,bullish,0.9921,51.4,-0.00856,0.002529,False,True,17.83,neutral,down,True,-0.007147,0.047056,65.67,B,8.765,7.875,2.0,6.0,6.036
2026-04-28,XLB,pullback_in_trend,bullish,0.9954,51.4,-0.00856,0.002529,False,True,17.83,neutral,down,True,-0.007147,0.047056,62.19,B,7.371,7.875,2.0,6.0,6.036
2026-04-28,XLRE,pullback_in_trend,bullish,0.9465,43.91,-0.006149,0.005921,False,True,17.83,neutral,up,True,0.002969,0.092017,63.44,B,7.573,7.875,2.0,6.5,6.036
2026-04-28,XLC,pullback_in_trend,bullish,0.9967,115.75,-0.003974,-0.001037,False,False,17.83,neutral,up,True,-0.012035,0.072156,61.86,B,7.541,7.875,2.0,5.5,6.036
2026-04-28,AAPL,pullback_in_trend,bullish,0.9571,270.71,-0.001995,0.049758,False,True,17.83,neutral,up,True,0.017057,0.097636,64.34,B,7.632,7.875,2.0,7.0,6.036
2026-04-28,META,pullback_in_trend,bullish,0.9473,671.34,-0.003307,-0.098877,False,False,17.83,neutral,up,False,0.003738,0.251613,61.25,B,7.295,7.875,2.0,5.5,6.036
2026-04-28,JPM,compression_breakout,bullish,0.8492,311.45,-0.007064,-0.006582,False,False,17.83,neutral,up,True,-0.004952,0.097544,65.42,B,8.815,7.875,2.0,5.75,6.036
2026-04-28,JPM,pullback_in_trend,bullish,0.9683,311.45,-0.007064,-0.006582,False,False,17.83,neutral,up,True,-0.004952,0.097544,62.52,B,7.654,7.875,2.0,5.75,6.036
2026-04-29,SPY,pullback_in_trend,bullish,0.9117,711.58,0.00995,0.031268,True,True,18.81,neutral,up,True,0.00052,0.094166,62.91,B,7.518,7.868,2.0,6.25,6.036
2026-04-29,IWM,pullback_in_trend,bullish,0.9623,272.08,0.021648,0.054102,True,True,18.81,neutral,up,True,-0.015914,0.097097,63.21,B,7.639,7.868,2.0,6.25,6.036
2026-04-29,DIA,pullback_in_trend,bullish,0.9707,488.67,0.01633,0.021241,True,True,18.81,neutral,up,True,-0.012309,0.05501,62.56,B,7.375,7.868,2.0,6.25,6.036
2026-04-29,XLF,pullback_in_trend,bullish,0.9711,51.92,0.004045,-0.001541,True,False,18.81,neutral,up,False,-0.005555,0.051651,60.0,B,6.353,7.868,2.0,6.25,6.036
2026-04-29,XLI,pullback_in_trend,bullish,0.994,169.93,0.027364,0.04084,True,True,18.81,neutral,down,True,-0.00649,0.050702,62.23,B,7.393,7.868,2.0,6.0,6.036
2026-04-29,XLY,pullback_in_trend,bullish,0.9789,116.84,0.012924,0.025933,True,True,18.81,neutral,up,False,-0.017573,0.072123,59.26,F,6.505,7.868,2.0,5.5,6.036
2026-04-29,XLB,pullback_in_trend,bullish,0.9831,50.96,0.010008,0.028454,True,True,18.81,neutral,down,True,-0.016786,0.019812,61.28,B,7.165,7.868,2.0,5.75,6.036
2026-04-29,XLC,pullback_in_trend,bullish,0.9912,115.29,0.010582,0.017868,True,True,18.81,neutral,up,False,-0.021971,0.03996,58.41,F,6.315,7.868,2.0,5.25,6.036
2026-04-29,AAPL,compression_breakout,bullish,0.9206,270.17,0.004368,0.064182,True,True,18.81,neutral,up,True,-0.010982,0.064542,66.71,B,8.738,7.868,2.0,6.75,6.036
2026-04-29,AAPL,pullback_in_trend,bullish,0.9637,270.17,0.004368,0.064182,True,True,18.81,neutral,up,True,-0.010982,0.064542,63.43,B,7.424,7.868,2.0,6.75,6.036
2026-04-29,JPM,compression_breakout,bullish,0.8413,309.25,0.01287,0.01827,True,True,18.81,neutral,flat,True,-0.012044,0.051299,65.35,B,8.491,7.868,2.0,6.25,6.036
2026-04-29,JPM,pullback_in_trend,bullish,0.9846,309.25,0.01287,0.01827,True,True,18.81,neutral,flat,True,-0.012044,0.051299,62.56,B,7.378,7.868,2.0,6.25,6.036
2026-04-30,IWM,pullback_in_trend,bullish,0.919,277.97,0.004713,0.015433,True,True,16.89,neutral,up,True,0.008892,0.11384,63.29,B,7.664,7.875,2.0,6.25,6.036
2026-04-30,XLF,pullback_in_trend,bullish,0.9641,52.13,-0.004028,-0.011126,False,False,16.89,neutral,up,False,0.006371,0.054409,60.03,B,6.358,7.875,2.0,6.25,6.036
2026-04-30,XLE,pullback_in_trend,bullish,0.9372,59.65,-0.013412,-0.062029,False,False,16.89,neutral,up,True,0.046859,0.011531,63.55,B,7.018,7.875,2.0,7.5,6.036
2026-04-30,XLP,stage_2_breakout,bullish,0.5486,84.31,-0.001661,-0.003914,False,False,16.89,neutral,up,True,0.009942,0.034986,63.0,B,7.397,7.875,2.0,6.5,6.036
2026-04-30,AAPL,compression_breakout,bullish,0.9206,271.35,0.032394,0.059296,True,True,16.89,neutral,up,True,-0.007607,0.061495,67.43,B,8.718,7.875,2.0,7.25,6.036
2026-04-30,JPM,pullback_in_trend,bullish,0.9615,313.23,-0.002426,-0.02222,False,False,16.89,neutral,up,True,0.004941,0.060431,62.62,B,7.393,7.875,2.0,6.25,6.036
2026-05-01,DIA,pullback_in_trend,bullish,0.9395,495.02,-0.01103,0.002242,False,True,16.99,neutral,up,True,0.005709,0.064422,62.57,B,7.375,7.875,2.0,6.25,6.036
2026-05-01,XLF,compression_breakout,bullish,0.8333,51.92,-0.006548,-0.013097,False,False,16.99,neutral,up,False,0.009724,0.048254,62.77,B,7.455,7.875,2.0,6.25,6.036
2026-05-01,XLE,pullback_in_trend,bullish,0.9649,58.85,0.009176,-0.053526,True,False,16.99,neutral,up,True,0.034816,-0.006751,63.39,B,6.951,7.875,2.0,7.5,6.036
2026-05-01,XLV,pullback_in_trend,bearish,0.9796,145.16,-0.002962,-0.011505,True,True,16.99,neutral,down,True,0.006797,-0.011239,58.51,F,6.951,7.875,2.0,4.25,6.036
2026-05-01,XLI,pullback_in_trend,bullish,0.9728,172.96,-0.011448,0.001388,False,True,16.99,neutral,up,True,0.002841,0.056115,61.48,B,7.386,7.875,2.0,5.5,6.036
2026-05-01,XLP,compression_breakout,bullish,0.8968,84.17,-0.007485,0.000119,False,True,16.99,neutral,up,True,0.011294,0.027842,66.75,B,8.446,7.875,2.0,7.25,6.036
2026-05-01,XLP,stage_2_breakout,bullish,0.4633,84.17,-0.007485,0.000119,False,True,16.99,neutral,up,True,0.011294,0.027842,63.58,B,7.179,7.875,2.0,7.25,6.036
2026-05-01,XLB,compression_breakout,bullish,0.9524,51.35,-0.013632,0.004674,False,True,16.99,neutral,down,True,-0.010978,0.018647,63.5,B,8.496,7.875,2.0,5.0,6.036
2026-05-01,XLB,pullback_in_trend,bullish,0.9974,51.35,-0.013632,0.004674,False,True,16.99,neutral,down,True,-0.010978,0.018647,60.22,B,7.186,7.875,2.0,5.0,6.036
2026-05-01,XLU,pullback_in_trend,bullish,0.9765,46.55,-0.003867,-0.039313,False,False,16.99,neutral,down,True,0.008012,0.004532,61.38,B,7.05,7.875,2.0,6.0,6.036
2026-05-01,NVDA,pullback_in_trend,bullish,0.9952,198.45,0.000151,0.084404,True,True,16.99,neutral,up,True,-0.04715,0.118721,64.51,B,7.849,7.875,2.0,6.75,6.036
2026-05-01,JPM,compression_breakout,bullish,0.881,312.47,-0.015426,-0.033187,False,False,16.99,neutral,up,True,0.013592,0.060659,65.72,B,8.633,7.875,2.0,6.25,6.036
2026-05-01,JPM,pullback_in_trend,bullish,0.969,312.47,-0.015426,-0.033187,False,False,16.99,neutral,up,True,0.013592,0.060659,62.66,B,7.409,7.875,2.0,6.25,6.036
2026-05-01,COST,pullback_in_trend,bullish,0.9768,1011.7,0.001077,-0.002876,True,False,16.99,neutral,up,True,0.000544,-0.003212,63.13,B,6.999,7.875,2.0,7.25,6.036
2026-05-04,SPY,pullback_in_trend,bullish,0.9082,718.01,0.008022,0.029651,True,True,18.29,neutral,up,True,0.003971,0.089661,72.76,B+,7.481,7.845,8.667,6.25,6.036
2026-05-04,IWM,compression_breakout,bullish,0.8333,277.88,0.016842,0.02681,True,True,18.29,neutral,up,True,0.00267,0.101125,76.08,B+,8.807,7.845,8.667,6.25,6.036
2026-05-04,IWM,pullback_in_trend,bullish,0.9332,277.88,0.016842,0.02681,True,True,18.29,neutral,up,True,0.00267,0.101125,73.08,B+,7.607,7.845,8.667,6.25,6.036
2026-05-04,DIA,pullback_in_trend,bullish,0.9809,489.56,0.006945,0.015422,True,True,18.29,neutral,down,True,-0.004615,0.048825,72.45,B+,7.354,7.845,8.667,6.25,6.036
2026-05-04,XLE,pullback_in_trend,bullish,0.9532,59.39,0.00101,-0.03738,True,False,18.29,neutral,up,True,0.046151,-0.004859,73.29,B+,6.941,7.845,8.667,7.5,6.036
2026-05-04,XLI,pullback_in_trend,bullish,0.9996,170.98,0.008364,0.023745,True,True,18.29,neutral,down,True,-0.008869,0.038697,70.87,B,7.324,7.845,8.667,5.25,6.036
2026-05-04,XLP,stage_2_breakout,bullish,0.1847,83.54,0.006225,-0.002035,True,False,18.29,neutral,up,True,0.014574,0.010646,71.83,B+,6.507,7.845,8.667,7.25,6.036
2026-05-04,XLU,pullback_in_trend,bullish,0.9878,46.37,0.0,-0.026526,False,False,18.29,neutral,flat,True,0.003897,0.004332,71.74,B+,7.071,7.845,8.667,6.25,6.036
2026-05-04,XLRE,pullback_in_trend,bullish,0.9564,44.08,0.002042,0.011116,True,True,18.29,neutral,down,True,0.013566,0.055556,73.56,B+,7.35,7.845,8.667,7.0,6.036
2026-05-04,JPM,pullback_in_trend,bullish,0.9975,307.65,0.005688,-0.024866,True,False,18.29,neutral,down,True,-0.012772,0.041293,71.28,B,7.337,7.845,8.667,5.5,6.036
2026-05-04,COST,pullback_in_trend,bullish,0.977,1012.79,0.003584,-0.013152,True,False,18.29,neutral,up,True,0.014809,-0.005655,73.02,B+,6.983,7.845,8.667,7.25,6.036
2026-05-05,DIA,pullback_in_trend,bullish,0.9595,492.96,0.012354,0.010001,True,True,17.38,neutral,flat,True,0.003134,0.058127,72.57,B+,7.373,7.875,8.667,6.25,6.036
2026-05-05,XLV,pullback_in_trend,bearish,0.9854,145.3,0.000688,0.003785,False,False,17.38,neutral,down,True,0.01015,-0.008665,67.08,B,6.98,7.875,8.667,3.25,6.036
2026-05-05,XLI,compression_breakout,bullish,0.9286,172.41,0.025869,0.011252,True,True,17.38,neutral,down,True,0.008364,0.049489,75.77,B+,8.654,7.875,8.667,6.25,6.036
2026-05-05,XLI,pullback_in_trend,bullish,0.9814,172.41,0.025869,0.011252,True,True,17.38,neutral,down,True,0.008364,0.049489,72.53,B+,7.359,7.875,8.667,6.25,6.036
2026-05-05,XLP,compression_breakout,bullish,0.9206,84.06,0.002141,0.004521,True,True,17.38,neutral,up,True,0.011796,0.034457,76.6,B+,8.538,7.875,8.667,7.0,6.036
2026-05-05,XLY,pullback_in_trend,bullish,0.9682,118.07,0.015245,0.001863,True,True,17.38,neutral,down,False,0.009059,0.095574,71.11,B+,6.64,7.875,8.667,6.5,6.036
2026-05-05,XLB,stage_2_breakout,bullish,0.4514,51.53,0.017077,0.011838,True,True,17.38,neutral,down,False,0.002529,0.028954,68.42,B,6.162,7.875,8.667,5.5,6.036
2026-05-05,XLU,pullback_in_trend,bullish,0.9886,46.37,-0.014233,-0.025447,False,False,17.38,neutral,flat,True,0.002595,0.002161,71.03,B,7.058,7.875,8.667,5.75,6.036
2026-05-05,AMZN,compression_breakout,bullish,0.9524,273.55,0.005264,-0.028258,True,False,17.38,neutral,up,True,0.053331,0.279646,78.77,B+,9.705,7.875,8.667,6.5,6.036
2026-05-05,NVDA,pullback_in_trend,bullish,0.9919,196.5,0.057659,0.123562,True,True,17.38,neutral,down,True,-0.0782,0.103313,75.36,B+,7.739,7.875,8.667,7.5,6.036
2026-05-05,JPM,compression_breakout,bullish,0.8016,309.4,0.017776,-0.014609,True,False,17.38,neutral,flat,True,-0.006582,0.04035,73.11,B,8.339,7.875,8.667,5.0,6.036
2026-05-05,JPM,pullback_in_trend,bullish,0.9909,309.4,0.017776,-0.014609,True,False,17.38,neutral,flat,True,-0.006582,0.04035,70.55,B,7.317,7.875,8.667,5.0,6.036
2026-05-05,COST,pullback_in_trend,bullish,0.9709,1016.42,-0.020336,0.005372,False,True,17.38,neutral,up,True,0.022555,0.003168,72.83,B+,7.03,7.875,8.667,7.0,6.036
2026-05-06,XLV,compression_breakout,bearish,0.8651,145.4,-0.004677,0.00901,True,False,17.39,neutral,down,True,0.017922,-0.028529,70.4,B,8.007,7.875,8.667,3.75,6.036
2026-05-06,XLP,compression_breakout,bullish,0.8889,84.24,-0.003086,0.005698,False,True,17.39,neutral,up,True,0.015919,0.017637,74.29,B,8.362,7.875,8.667,5.75,6.036
2026-05-06,XLB,stage_2_breakout,bullish,0.9268,52.41,-0.019271,-0.006678,False,False,17.39,neutral,up,True,0.028454,0.012754,75.27,B+,8.005,7.875,8.667,7.0,6.036
2026-05-06,AAPL,compression_breakout,bullish,0.873,287.51,-0.000243,0.039512,False,True,17.39,neutral,up,True,0.064182,0.110506,78.38,B+,8.949,7.875,8.667,7.5,6.036
2026-05-06,AMZN,compression_breakout,bullish,0.9921,274.99,-0.013891,-0.017673,False,False,17.39,neutral,up,True,0.04543,0.242893,79.35,B+,9.784,7.875,8.667,6.75,6.036
2026-05-06,JPM,pullback_in_trend,bullish,0.9564,314.9,-0.027406,-0.046523,False,False,17.39,neutral,up,True,0.01827,0.022502,70.46,B,7.129,7.875,8.667,5.25,6.036
2026-05-06,UNH,pullback_in_trend,bullish,0.8917,367.28,0.006698,0.092246,True,True,17.39,neutral,up,True,-0.009333,0.20034,74.59,B+,8.183,7.875,8.667,6.25,6.036
2026-05-07,SPY,compression_breakout,bullish,0.9841,731.58,0.008256,0.022677,True,True,17.08,neutral,up,True,0.017978,0.075995,76.49,B+,8.941,7.875,8.667,6.25,6.036
2026-05-07,XLV,compression_breakout,bearish,0.9286,144.72,-0.008499,0.013198,True,False,17.08,neutral,down,True,-0.008699,-0.030871,71.43,B,8.118,7.875,8.667,4.25,6.036
2026-05-07,XLV,pullback_in_trend,bearish,0.9755,144.72,-0.008499,0.013198,True,False,17.08,neutral,down,True,-0.008699,-0.030871,68.16,B,6.812,7.875,8.667,4.25,6.036
2026-05-07,XLP,compression_breakout,bullish,0.873,83.98,0.002381,0.011908,True,True,17.08,neutral,up,True,-0.003914,0.006351,74.4,B+,8.255,7.875,8.667,6.0,6.036
2026-05-07,XLB,stage_2_breakout,bullish,0.2941,51.4,0.003696,0.005253,True,True,17.08,neutral,down,True,-0.00136,-0.005225,71.06,B+,6.62,7.875,8.667,6.5,6.036
2026-05-07,XLC,pullback_in_trend,bullish,0.9606,117.38,-0.003748,-0.0023,False,False,17.08,neutral,down,True,0.007467,0.027216,73.18,B+,7.169,7.875,8.667,7.0,6.036
2026-05-07,AAPL,compression_breakout,bullish,0.8413,287.44,0.020456,0.037469,True,True,17.08,neutral,up,True,0.059296,0.103459,78.11,B+,8.839,7.875,8.667,7.5,6.036
2026-05-07,META,pullback_in_trend,bearish,0.964,616.81,-0.011641,0.002626,True,False,17.08,neutral,down,True,0.008008,-0.018428,66.44,B,6.872,7.875,8.667,3.0,6.036
2026-05-07,JPM,pullback_in_trend,bullish,0.9848,306.27,-0.013615,-0.020766,False,False,17.08,neutral,down,True,-0.02222,-0.013083,70.38,B,6.949,7.875,8.667,5.5,6.036
2026-05-08,IWM,compression_breakout,bullish,0.9286,284.17,0.004082,-0.02312,True,False,17.19,neutral,up,True,0.017509,0.087524,76.4,B+,8.907,7.875,8.667,6.25,6.036
2026-05-08,DIA,compression_breakout,bullish,0.9286,496.13,0.001975,-0.001532,True,False,17.19,neutral,flat,True,0.002242,0.035222,75.53,B+,8.559,7.875,8.667,6.25,6.036
2026-05-08,DIA,pullback_in_trend,bullish,0.9533,496.13,0.001975,-0.001532,True,False,17.19,neutral,flat,True,0.002242,0.035222,72.15,B+,7.208,7.875,8.667,6.25,6.036
2026-05-08,XLF,stage_2_breakout,bearish,0.0968,51.24,-0.001171,-0.002732,True,True,17.19,neutral,down,False,-0.013097,0.009257,64.81,B,5.322,7.875,8.667,4.5,6.036
2026-05-08,XLI,compression_breakout,bullish,0.9365,173.2,0.010624,-0.010393,True,False,17.19,neutral,flat,True,0.001388,0.009795,75.15,B+,8.405,7.875,8.667,6.25,6.036
2026-05-08,XLI,pullback_in_trend,bullish,0.9833,173.2,0.010624,-0.010393,True,False,17.19,neutral,flat,True,0.001388,0.009795,71.88,B+,7.099,7.875,8.667,6.25,6.036
2026-05-08,XLP,compression_breakout,bullish,0.8571,84.18,-0.009622,0.005464,False,True,17.19,neutral,up,True,0.000119,0.021974,74.58,B+,8.327,7.875,8.667,6.0,6.036
2026-05-08,XLP,pullback_in_trend,bullish,0.9666,84.18,-0.009622,0.005464,False,True,17.19,neutral,up,True,0.000119,0.021974,71.63,B+,7.146,7.875,8.667,6.0,6.036
2026-05-08,XLB,compression_breakout,bullish,0.9444,51.59,0.012987,-0.025005,True,False,17.19,neutral,down,True,0.004674,-0.007121,76.03,B+,8.308,7.875,8.667,7.0,6.036
2026-05-08,XLB,pullback_in_trend,bullish,0.9902,51.59,0.012987,-0.025005,True,False,17.19,neutral,down,True,0.004674,-0.007121,72.76,B+,7.0,7.875,8.667,7.0,6.036
2026-05-08,XLB,stage_2_breakout,bullish,0.3983,51.59,0.012987,-0.025005,True,False,17.19,neutral,down,True,0.004674,-0.007121,72.3,B+,6.816,7.875,8.667,7.0,6.036
2026-05-08,XLRE,pullback_in_trend,bullish,0.9531,44.41,0.003603,-0.026571,True,False,17.19,neutral,flat,True,0.002031,0.037132,72.94,B+,7.22,7.875,8.667,6.75,6.036
2026-05-08,XLC,pullback_in_trend,bullish,0.9754,116.94,-0.01163,-0.007354,False,False,17.19,neutral,down,True,0.001885,0.02624,72.49,B+,7.192,7.875,8.667,6.5,6.036
2026-05-08,AMZN,compression_breakout,bullish,0.9444,272.68,-0.013532,-0.031319,False,False,17.19,neutral,up,True,0.016476,0.143888,78.92,B+,9.315,7.875,8.667,7.25,6.036
2026-05-08,COST,compression_breakout,bullish,0.9524,1008.79,-0.009239,0.03981,False,True,17.19,neutral,up,True,-0.002876,0.010336,74.86,B+,8.44,7.875,8.667,6.0,6.036
2026-05-08,COST,pullback_in_trend,bullish,0.9898,1008.79,-0.009239,0.03981,False,True,17.19,neutral,up,True,-0.002876,0.010336,71.55,B+,7.115,7.875,8.667,6.0,6.036
