as_of,ticker,setup_name,direction,strength,spot_at_setup,ret_1d,ret_5d,correct_1d,correct_5d,vix_at_setup,vix_regime,weekly_trend,weekly_ribbon_agreement,pct_change_1w,pct_change_4w,composite_score,grade,cat_technical,cat_vol_vix,cat_catalyst,cat_macro_breadth,cat_liquidity
2026-03-13,AMZN,pullback_in_trend,bearish,0.9636,207.67,0.019598,-0.011075,False,True,27.19,neutral,down,True,-0.025984,0.040431,71.38,B,7.263,7.81,8.667,5.75,6.036
2026-03-13,TSLA,compression_breakout,bearish,0.9841,391.2,0.011145,-0.059407,False,True,27.19,neutral,down,False,-0.013939,-0.062028,70.77,B,7.021,7.81,8.667,5.75,6.036
2026-03-13,TSLA,pullback_in_trend,bearish,0.9564,391.2,0.011145,-0.059407,False,True,27.19,neutral,down,False,-0.013939,-0.062028,67.14,B,5.566,7.81,8.667,5.75,6.036
2026-03-13,JPM,compression_breakout,bearish,0.9762,283.44,0.009596,0.011008,False,False,27.19,neutral,down,True,-0.020865,-0.063442,73.59,B+,7.996,7.81,8.667,6.0,6.036
2026-03-13,COST,compression_breakout,bullish,0.9841,1008.43,-0.006634,-0.035798,False,False,27.19,neutral,up,True,0.01035,0.009581,73.72,B,8.499,7.81,8.667,5.25,6.036
2026-03-13,COST,pullback_in_trend,bullish,0.9701,1008.43,-0.006634,-0.035798,False,False,27.19,neutral,up,True,0.01035,0.009581,70.15,B,7.071,7.81,8.667,5.25,6.036
2026-03-13,UNH,pullback_in_trend,bearish,0.9739,282.09,0.012053,-0.023042,False,True,27.19,neutral,down,True,-0.015324,-0.008018,69.5,B,6.961,7.81,8.667,5.0,6.036
2026-03-13,AMD,compression_breakout,bearish,0.9603,193.39,0.016495,0.041057,False,False,27.19,neutral,down,False,0.004989,-0.06094,68.05,B,6.981,7.81,8.667,4.0,6.036
2026-03-13,AMD,pullback_in_trend,bearish,0.9562,193.39,0.016495,0.041057,False,False,27.19,neutral,down,False,0.004989,-0.06094,64.53,B,5.573,7.81,8.667,4.0,6.036
2026-03-16,XLF,compression_breakout,bearish,0.8651,49.3,0.005274,-0.000608,False,True,23.51,neutral,down,True,-0.020465,-0.045499,62.37,B,7.894,7.875,2.0,5.25,6.036
2026-03-16,XLE,compression_breakout,bullish,0.9921,57.9,0.010535,0.029879,True,True,23.51,neutral,up,True,0.028054,0.065317,65.98,B,8.886,7.875,2.0,6.0,6.036
2026-03-16,XLU,pullback_in_trend,bullish,0.9511,47.26,-0.002751,-0.052476,False,False,23.51,neutral,down,True,0.008751,0.016344,61.08,B,7.078,7.875,2.0,5.75,6.036
2026-03-16,MSFT,pullback_in_trend,bearish,0.9737,399.95,-0.00135,-0.04238,True,True,23.51,neutral,up,True,-0.023106,-0.003414,58.24,F,6.991,7.875,2.0,4.0,6.036
2026-03-16,GOOGL,compression_breakout,bearish,0.9841,305.56,0.017542,-0.011454,False,True,23.51,neutral,down,False,-0.002611,-0.000523,60.84,B,7.431,7.875,2.0,5.0,6.036
2026-03-16,AMZN,pullback_in_trend,bearish,0.9931,211.74,0.016341,-0.007556,False,True,23.51,neutral,up,True,-0.008197,0.065144,61.73,B,7.487,7.875,2.0,5.5,6.036
2026-03-16,TSLA,compression_breakout,bearish,0.9841,395.56,0.009379,-0.037188,False,True,23.51,neutral,down,True,-0.007826,-0.052415,63.22,B,8.085,7.875,2.0,5.5,6.036
2026-03-16,TSLA,pullback_in_trend,bearish,0.9722,395.56,0.009379,-0.037188,False,True,23.51,neutral,down,True,-0.007826,-0.052415,59.66,F,6.662,7.875,2.0,5.5,6.036
2026-03-16,JPM,compression_breakout,bearish,0.9683,286.16,0.002551,0.013105,False,False,23.51,neutral,down,True,-0.012969,-0.054173,62.74,B,8.042,7.875,2.0,5.25,6.036
2026-03-16,JPM,pullback_in_trend,bearish,0.949,286.16,0.002551,0.013105,False,False,23.51,neutral,down,True,-0.012969,-0.054173,59.14,F,6.604,7.875,2.0,5.25,6.036
2026-03-16,V,compression_breakout,bearish,0.8175,310.11,-0.005321,-0.018284,True,True,23.51,neutral,down,True,-0.018546,-0.01264,62.68,B,8.017,7.875,2.0,5.25,6.036
2026-03-16,V,pullback_in_trend,bearish,0.9622,310.11,-0.005321,-0.018284,True,True,23.51,neutral,down,True,-0.018546,-0.01264,59.9,F,6.907,7.875,2.0,5.25,6.036
2026-03-16,COST,compression_breakout,bullish,0.9921,1001.74,-0.00557,-0.035947,False,False,23.51,neutral,down,True,-0.003541,-0.016436,63.11,B,8.341,7.875,2.0,5.0,6.036
2026-03-16,COST,pullback_in_trend,bullish,0.9859,1001.74,-0.00557,-0.035947,False,False,23.51,neutral,down,True,-0.003541,-0.016436,59.58,F,6.929,7.875,2.0,5.0,6.036
2026-03-16,UNH,compression_breakout,bearish,0.9762,285.49,0.007286,-0.055869,False,True,23.51,neutral,down,True,0.001122,-0.026263,63.99,B,8.244,7.875,2.0,5.75,6.036
2026-03-16,UNH,pullback_in_trend,bearish,0.9912,285.49,0.007286,-0.055869,False,True,23.51,neutral,down,True,0.001122,-0.026263,60.57,B,6.874,7.875,2.0,5.75,6.036
2026-03-16,AMD,compression_breakout,bearish,0.9603,196.58,-0.001374,0.031031,True,False,23.51,neutral,down,False,-0.030097,-0.051804,58.36,F,7.042,7.875,2.0,4.0,6.036
2026-03-17,SPY,compression_breakout,bearish,0.8175,670.79,-0.013954,-0.026253,True,True,22.37,neutral,down,False,-0.009436,-0.017661,59.34,F,6.984,7.875,2.0,4.75,6.036
2026-03-17,QQQ,compression_breakout,bearish,0.9921,603.31,-0.01394,-0.03204,True,True,22.37,neutral,down,False,-0.007338,0.003343,60.57,B,7.473,7.875,2.0,4.75,6.036
2026-03-17,XLF,compression_breakout,bearish,0.8571,49.56,-0.011905,-0.00565,True,True,22.37,neutral,down,True,-0.009988,-0.050575,61.49,B,7.844,7.875,2.0,4.75,6.036
2026-03-17,XLF,pullback_in_trend,bearish,0.947,49.56,-0.011905,-0.00565,True,True,22.37,neutral,down,True,-0.009988,-0.050575,58.44,F,6.624,7.875,2.0,4.75,6.036
2026-03-17,XLK,compression_breakout,bearish,0.9921,139.54,-0.011323,-0.024294,True,True,22.37,neutral,up,False,-0.001574,0.00043,59.39,F,7.454,7.875,2.0,4.0,6.036
2026-03-17,XLY,compression_breakout,bearish,0.9127,113.18,-0.023061,-0.030924,True,True,22.37,neutral,down,True,-0.01101,-0.024647,62.58,B,8.128,7.875,2.0,5.0,6.036
2026-03-17,XLY,pullback_in_trend,bearish,0.9656,113.18,-0.023061,-0.030924,True,True,22.37,neutral,down,True,-0.01101,-0.024647,59.34,F,6.834,7.875,2.0,5.0,6.036
2026-03-17,XLU,pullback_in_trend,bullish,0.9615,47.13,-0.008487,-0.043285,False,False,22.37,neutral,down,True,0.012242,0.016171,61.13,B,7.097,7.875,2.0,5.75,6.036
2026-03-17,XLC,compression_breakout,bearish,0.8333,115.37,-0.014822,-0.036751,True,True,22.37,neutral,down,False,-0.017124,0.008479,60.98,B,7.19,7.875,2.0,5.5,6.036
2026-03-17,MSFT,pullback_in_trend,bearish,0.9733,399.41,-0.019078,-0.066774,True,True,22.37,neutral,up,True,-0.01565,0.006425,58.4,F,7.056,7.875,2.0,4.0,6.036
2026-03-17,META,compression_breakout,bearish,0.8016,622.66,-0.01121,-0.047763,True,True,22.37,neutral,down,True,-0.048022,-0.026013,62.75,B,7.896,7.875,2.0,5.5,6.036
2026-03-17,META,pullback_in_trend,bearish,0.9507,622.66,-0.01121,-0.047763,True,True,22.37,neutral,down,True,-0.048022,-0.026013,60.0,F,6.795,7.875,2.0,5.5,6.036
2026-03-17,TSLA,compression_breakout,bearish,0.9683,399.27,-0.016255,-0.040674,True,True,22.37,neutral,down,False,7.5e-05,-0.027665,60.31,B,7.219,7.875,2.0,5.0,6.036
2026-03-17,JPM,compression_breakout,bearish,0.9762,286.89,0.002963,0.019206,False,False,22.37,neutral,down,True,-0.006373,-0.0659,61.83,B,7.98,7.875,2.0,4.75,6.036
2026-03-17,JPM,pullback_in_trend,bearish,0.9565,286.89,0.002963,0.019206,False,False,22.37,neutral,down,True,-0.006373,-0.0659,58.24,F,6.54,7.875,2.0,4.75,6.036
2026-03-17,V,compression_breakout,bearish,0.8254,308.46,-0.030604,-0.015237,True,True,22.37,neutral,down,True,-0.018987,-0.034554,61.6,B,7.887,7.875,2.0,4.75,6.036
2026-03-17,V,pullback_in_trend,bearish,0.9554,308.46,-0.030604,-0.015237,True,True,22.37,neutral,down,True,-0.018987,-0.034554,58.75,F,6.747,7.875,2.0,4.75,6.036
2026-03-17,COST,compression_breakout,bullish,0.9921,996.16,-0.016303,-0.022426,False,False,22.37,neutral,down,True,-0.001203,-0.015701,62.0,B,8.346,7.875,2.0,4.25,6.036
2026-03-17,COST,pullback_in_trend,bullish,0.9983,996.16,-0.016303,-0.022426,False,False,22.37,neutral,down,True,-0.001203,-0.015701,58.53,F,6.959,7.875,2.0,4.25,6.036
2026-03-17,UNH,compression_breakout,bearish,0.9524,287.57,-0.011267,-0.05317,True,True,22.37,neutral,down,True,0.018524,-0.005258,64.6,B,8.336,7.875,2.0,6.0,6.036
2026-03-17,UNH,pullback_in_trend,bearish,0.9985,287.57,-0.011267,-0.05317,True,True,22.37,neutral,down,True,0.018524,-0.005258,61.33,B,7.029,7.875,2.0,6.0,6.036
2026-03-17,AMD,compression_breakout,bearish,0.9683,196.31,0.016046,0.046151,False,False,22.37,neutral,down,False,-0.03405,-0.033337,58.71,F,7.181,7.875,2.0,4.0,6.036
2026-03-18,XLF,pullback_in_trend,bearish,0.9272,48.97,0.000408,0.007556,False,False,25.09,neutral,down,True,-0.013497,-0.068834,57.27,F,6.462,7.866,2.0,4.25,6.036
2026-03-18,XLE,compression_breakout,bullish,0.9921,58.43,0.015916,0.036625,True,True,25.09,neutral,up,True,0.025448,0.06663,65.98,B,8.895,7.866,2.0,6.0,6.036
2026-03-18,XLY,pullback_in_trend,bearish,0.9237,110.57,-0.007868,0.001447,True,False,25.09,neutral,down,True,-0.031277,-0.055119,59.73,F,6.547,7.866,2.0,5.75,6.036
2026-03-18,XLU,pullback_in_trend,bullish,0.9855,46.73,-0.004066,-0.031671,False,False,25.09,neutral,down,True,0.012129,0.024556,61.37,B,7.201,7.866,2.0,5.75,6.036
2026-03-18,AAPL,pullback_in_trend,bearish,0.9304,249.94,-0.003921,0.010723,True,False,25.09,neutral,down,False,-0.041678,-0.054511,55.4,F,5.564,7.866,2.0,4.5,6.036
2026-03-18,MSFT,pullback_in_trend,bearish,0.9429,391.79,-0.00707,-0.052962,True,True,25.09,neutral,flat,True,-0.032331,-0.019545,58.54,F,6.822,7.866,2.0,4.5,6.036
2026-03-18,GOOGL,compression_breakout,bearish,0.9921,307.69,-0.00182,-0.05447,True,True,25.09,neutral,down,False,-0.003272,0.014374,61.85,B,7.547,7.866,2.0,5.5,6.036
2026-03-18,TSLA,compression_breakout,bearish,0.9603,392.78,-0.031774,-0.017389,True,True,25.09,neutral,down,True,-0.036879,-0.045074,63.58,B,8.087,7.866,2.0,5.75,6.036
2026-03-18,TSLA,pullback_in_trend,bearish,0.9668,392.78,-0.031774,-0.017389,True,True,25.09,neutral,down,True,-0.036879,-0.045074,60.11,B,6.7,7.866,2.0,5.75,6.036
2026-03-18,JPM,compression_breakout,bearish,0.9841,287.74,0.000799,0.026691,False,False,25.09,neutral,down,True,0.000765,-0.068139,61.06,B,7.981,7.866,2.0,4.25,6.036
2026-03-18,JPM,pullback_in_trend,bearish,0.9637,287.74,0.000799,0.026691,False,False,25.09,neutral,down,True,0.000765,-0.068139,57.46,F,6.54,7.866,2.0,4.25,6.036
2026-03-18,V,pullback_in_trend,bearish,0.9076,299.02,0.002308,0.019698,False,False,25.09,neutral,down,True,-0.032172,-0.066438,57.21,F,6.439,7.866,2.0,4.25,6.036
2026-03-18,UNH,compression_breakout,bearish,0.9524,284.33,-0.013681,-0.048465,True,True,25.09,neutral,down,True,-0.003225,-0.013428,64.44,B,8.282,7.866,2.0,6.0,6.036
2026-03-18,UNH,pullback_in_trend,bearish,0.9858,284.33,-0.013681,-0.048465,True,True,25.09,neutral,down,True,-0.003225,-0.013428,61.11,B,6.949,7.866,2.0,6.0,6.036
2026-03-18,AMD,compression_breakout,bearish,0.9683,199.46,0.029129,0.104332,False,False,25.09,neutral,flat,False,-0.026217,-0.003298,59.94,F,7.381,7.866,2.0,4.5,6.036
2026-03-19,QQQ,compression_breakout,bearish,0.9683,593.02,-0.018482,-0.032427,True,True,24.06,neutral,down,False,-0.007099,-0.017316,70.1,B,7.288,7.875,8.667,4.75,6.036
2026-03-19,XLF,compression_breakout,bearish,0.873,48.99,0.001837,0.001225,False,False,24.06,neutral,down,True,0.003277,-0.060594,70.28,B,7.809,7.875,8.667,4.0,6.036
2026-03-19,XLK,compression_breakout,bearish,0.9921,138.43,-0.022683,-0.042837,True,True,24.06,neutral,flat,False,0.00428,-0.012695,68.8,B,7.366,7.875,8.667,3.75,6.036
2026-03-19,XLY,compression_breakout,bearish,0.8492,109.7,-0.017867,-0.007931,True,True,24.06,neutral,down,True,-0.01632,-0.056263,71.73,B,7.79,7.875,8.667,5.0,6.036
2026-03-19,XLU,pullback_in_trend,bullish,0.9971,46.54,-0.04061,-0.025999,False,False,24.06,neutral,down,True,0.00086,0.009326,70.44,B,7.123,7.875,8.667,5.25,6.036
2026-03-19,GOOGL,compression_breakout,bearish,0.9921,307.13,-0.019959,-0.085338,True,True,24.06,neutral,down,False,0.011794,0.014132,71.5,B,7.545,7.875,8.667,5.25,6.036
2026-03-19,AMZN,compression_breakout,bearish,0.9762,208.76,-0.016239,-0.005844,True,True,24.06,neutral,down,True,-0.003675,0.019037,73.62,B,8.546,7.875,8.667,5.0,6.036
2026-03-19,JPM,compression_breakout,bearish,0.9921,287.97,-0.004896,0.012814,True,False,24.06,neutral,down,True,0.017957,-0.065184,70.8,B,8.016,7.875,8.667,4.0,6.036
2026-03-19,JPM,pullback_in_trend,bearish,0.9674,287.97,-0.004896,0.012814,True,False,24.06,neutral,down,True,0.017957,-0.065184,67.18,B,6.567,7.875,8.667,4.0,6.036
2026-03-19,UNH,compression_breakout,bearish,0.9365,280.44,-0.017294,-0.044181,True,True,24.06,neutral,down,True,0.012236,-0.032732,73.31,B,8.121,7.875,8.667,5.5,6.036
2026-03-19,UNH,pullback_in_trend,bearish,0.9681,280.44,-0.017294,-0.044181,True,True,24.06,neutral,down,True,0.012236,-0.032732,69.97,B,6.785,7.875,8.667,5.5,6.036
2026-03-20,XLF,compression_breakout,bearish,0.9127,49.08,0.003871,-0.025876,False,True,26.78,neutral,down,True,0.003886,-0.064965,69.79,B,7.859,7.78,8.667,3.75,6.036
2026-03-20,XLE,compression_breakout,bullish,0.9841,59.31,0.005395,0.054797,True,True,26.78,neutral,up,True,0.027903,0.080722,75.95,B+,8.973,7.78,8.667,6.0,6.036
2026-03-20,MSFT,failed_breakdown_reversal,bullish,1.0,381.87,0.002959,-0.065729,True,False,26.78,neutral,down,True,-0.034585,-0.038668,70.79,B,7.209,7.78,8.667,5.5,6.036
2026-03-20,JPM,compression_breakout,bearish,0.9921,286.56,0.01169,-0.012982,False,True,26.78,neutral,down,True,0.011008,-0.077963,69.97,B,7.931,7.78,8.667,3.75,6.036
2026-03-20,COST,compression_breakout,bearish,0.881,972.33,-0.006788,0.011858,True,False,26.78,neutral,down,False,-0.035798,-0.013133,70.62,B,7.141,7.78,8.667,5.5,6.036
2026-03-20,AMD,compression_breakout,bearish,0.8889,201.33,0.006705,0.003278,False,False,26.78,neutral,up,False,0.041057,0.005896,68.73,B,7.284,7.78,8.667,4.0,6.036
2026-03-23,XLF,compression_breakout,bearish,0.9921,49.27,0.000203,-0.01847,False,True,26.15,neutral,down,True,-0.000608,-0.02878,70.86,B,8.259,7.807,8.667,3.75,6.036
2026-03-23,XLE,compression_breakout,bullish,0.9921,59.63,0.020292,0.039074,True,True,26.15,neutral,up,True,0.029879,0.081233,76.07,B+,8.992,7.807,8.667,6.0,6.036
2026-03-23,XLE,pullback_in_trend,bullish,0.9069,59.63,0.020292,0.039074,True,True,26.15,neutral,up,True,0.029879,0.081233,72.15,B+,7.422,7.807,8.667,6.0,6.036
2026-03-23,AAPL,pullback_in_trend,bearish,0.9584,251.49,0.000596,-0.019325,False,True,26.15,neutral,down,False,-0.005261,-0.055188,64.63,B,5.616,7.807,8.667,4.0,6.036
2026-03-23,GOOGL,compression_breakout,bearish,0.9762,302.06,-0.038469,-0.094551,True,True,26.15,neutral,up,False,-0.011454,-0.030274,69.76,B,7.217,7.807,8.667,4.75,6.036
2026-03-23,AMZN,pullback_in_trend,bearish,0.9897,210.14,-0.0138,-0.043733,True,True,26.15,neutral,down,True,-0.007556,0.023725,69.35,B,7.204,7.807,8.667,4.5,6.036
2026-03-23,JPM,compression_breakout,bearish,0.9841,289.91,0.008589,-0.021179,False,True,26.15,neutral,flat,True,0.013105,-0.026069,70.87,B,8.261,7.807,8.667,3.75,6.036
2026-03-23,V,pullback_in_trend,bearish,0.9575,304.44,-0.002234,-0.016095,True,True,26.15,neutral,down,True,-0.018284,-0.006786,67.56,B,6.936,7.807,8.667,3.75,6.036
2026-03-23,AMD,compression_breakout,bearish,0.9524,202.68,0.013272,-0.032761,False,True,26.15,neutral,up,False,0.031031,0.030926,69.53,B,7.578,7.807,8.667,4.0,6.036
2026-03-24,DIA,pullback_in_trend,bearish,0.9298,461.17,0.00644,0.00438,False,False,26.95,neutral,down,False,-0.020663,-0.062262,65.37,B,5.511,7.757,8.667,4.75,6.036
2026-03-24,XLF,compression_breakout,bearish,0.9921,49.28,0.001218,0.001826,False,False,26.95,neutral,down,True,-0.00565,-0.033346,70.66,B,8.229,7.757,8.667,3.75,6.036
2026-03-24,XLF,pullback_in_trend,bearish,0.9587,49.28,0.001218,0.001826,False,False,26.95,neutral,down,True,-0.00565,-0.033346,66.99,B,6.762,7.757,8.667,3.75,6.036
2026-03-24,XLK,compression_breakout,bearish,0.9127,136.15,0.00448,-0.023871,False,True,26.95,neutral,down,True,-0.024294,-0.029718,71.45,B,8.094,7.757,8.667,4.5,6.036
2026-03-24,XLK,pullback_in_trend,bearish,0.9665,136.15,0.00448,-0.023871,False,True,26.95,neutral,down,True,-0.024294,-0.029718,68.22,B,6.802,7.757,8.667,4.5,6.036
2026-03-24,AMZN,pullback_in_trend,bearish,0.9703,207.24,0.021569,0.00497,False,False,26.95,neutral,down,True,-0.036989,-0.006329,69.0,B,6.965,7.757,8.667,4.75,6.036
2026-03-24,TSLA,compression_breakout,bearish,0.8175,383.03,0.007623,-0.029449,False,True,26.95,neutral,down,True,-0.040674,-0.064366,70.77,B,7.673,7.757,8.667,4.75,6.036
2026-03-24,TSLA,pullback_in_trend,bearish,0.9617,383.03,0.007623,-0.029449,False,True,26.95,neutral,down,True,-0.040674,-0.064366,67.99,B,6.561,7.757,8.667,4.75,6.036
2026-03-24,JPM,compression_breakout,bearish,0.9683,292.4,0.010328,0.006019,False,False,26.95,neutral,up,True,0.019206,-0.016482,70.82,B,8.293,7.757,8.667,3.75,6.036
2026-03-24,JPM,pullback_in_trend,bearish,0.999,292.4,0.010328,0.006019,False,False,26.95,neutral,up,True,0.019206,-0.016482,67.48,B,6.955,7.757,8.667,3.75,6.036
2026-03-24,V,compression_breakout,bearish,0.873,303.76,0.003786,-0.005004,False,True,26.95,neutral,down,True,-0.015237,-0.011262,70.43,B,8.138,7.757,8.667,3.75,6.036
2026-03-24,V,pullback_in_trend,bearish,0.9569,303.76,0.003786,-0.005004,False,True,26.95,neutral,down,True,-0.015237,-0.011262,67.35,B,6.905,7.757,8.667,3.75,6.036
2026-03-24,UNH,compression_breakout,bearish,0.9206,272.28,-0.006354,-0.006207,True,True,26.95,neutral,down,True,-0.05317,-0.006096,72.63,B,8.267,7.757,8.667,5.0,6.036
2026-03-25,SPY,pullback_in_trend,bearish,0.9492,656.82,-0.017859,-0.002406,True,True,25.33,neutral,down,False,-0.00697,-0.052413,65.91,B,5.616,7.87,8.667,4.75,6.036
2026-03-25,QQQ,compression_breakout,bearish,0.873,587.82,-0.023868,-0.005971,True,True,25.33,neutral,down,False,-0.011901,-0.046799,69.12,B,6.901,7.87,8.667,4.75,6.036
2026-03-25,QQQ,pullback_in_trend,bearish,0.958,587.82,-0.023868,-0.005971,True,True,25.33,neutral,down,False,-0.011901,-0.046799,66.05,B,5.671,7.87,8.667,4.75,6.036
2026-03-25,DIA,pullback_in_trend,bearish,0.9514,464.14,-0.010406,0.002887,True,False,25.33,neutral,down,False,0.002462,-0.062002,65.76,B,5.556,7.87,8.667,4.75,6.036
2026-03-25,XLF,compression_breakout,bearish,0.9841,49.34,-0.005878,0.002027,True,False,25.33,neutral,down,True,0.007556,-0.048776,71.02,B,8.11,7.87,8.667,4.0,6.036
2026-03-25,XLF,pullback_in_trend,bearish,0.9653,49.34,-0.005878,0.002027,True,False,25.33,neutral,down,True,0.007556,-0.048776,67.43,B,6.672,7.87,8.667,4.0,6.036
2026-03-25,XLE,compression_breakout,bullish,0.9365,60.57,0.015684,-0.026416,True,False,25.33,neutral,up,True,0.036625,0.103882,76.33,B+,9.032,7.87,8.667,6.0,6.036
2026-03-25,XLK,compression_breakout,bearish,0.9921,136.76,-0.031149,-0.013527,True,True,25.33,neutral,flat,True,-0.008698,-0.043703,72.65,B,8.16,7.87,8.667,5.0,6.036
2026-03-25,XLY,compression_breakout,bearish,0.8016,110.73,-0.017159,-0.008399,True,True,25.33,neutral,down,True,0.001447,-0.054317,70.39,B,7.708,7.87,8.667,4.25,6.036
2026-03-25,XLY,pullback_in_trend,bearish,0.9628,110.73,-0.017159,-0.008399,True,True,25.33,neutral,down,True,0.001447,-0.054317,67.7,B,6.63,7.87,8.667,4.25,6.036
2026-03-25,AAPL,compression_breakout,bearish,0.9365,252.62,0.001069,0.011915,False,False,25.33,neutral,down,False,0.010723,-0.078803,69.28,B,6.814,7.87,8.667,5.0,6.036
2026-03-25,GOOGL,compression_breakout,bearish,0.8889,290.93,-0.034407,0.022205,True,False,25.33,neutral,down,False,-0.05447,-0.070214,69.94,B,6.776,7.87,8.667,5.5,6.036
2026-03-25,AMZN,pullback_in_trend,bearish,0.996,211.71,-0.019697,-0.005385,True,True,25.33,neutral,down,True,0.008767,0.00508,68.85,B,7.093,7.87,8.667,4.25,6.036
2026-03-25,TSLA,compression_breakout,bearish,0.873,385.95,-0.03586,-0.012152,True,True,25.33,neutral,down,True,-0.017389,-0.075347,70.4,B,7.71,7.87,8.667,4.25,6.036
2026-03-25,TSLA,pullback_in_trend,bearish,0.9735,385.95,-0.03586,-0.012152,True,True,25.33,neutral,down,True,-0.017389,-0.075347,67.4,B,6.511,7.87,8.667,4.25,6.036
2026-03-25,JPM,compression_breakout,bearish,0.9127,295.42,-0.012728,-0.000135,True,True,25.33,neutral,up,True,0.026691,-0.025981,71.04,B,8.119,7.87,8.667,4.0,6.036
2026-03-25,V,compression_breakout,bearish,0.873,304.91,0.002033,-0.02099,False,True,25.33,neutral,down,True,0.019698,-0.025815,70.85,B,8.041,7.87,8.667,4.0,6.036
2026-03-25,V,pullback_in_trend,bearish,0.9676,304.91,0.002033,-0.02099,False,True,25.33,neutral,down,True,0.019698,-0.025815,67.82,B,6.83,7.87,8.667,4.0,6.036
2026-03-25,UNH,compression_breakout,bearish,0.881,270.55,-0.00924,0.012678,True,False,25.33,neutral,down,True,-0.048465,-0.04803,71.64,B,7.908,7.87,8.667,4.75,6.036
2026-03-25,UNH,pullback_in_trend,bearish,0.9412,270.55,-0.00924,0.012678,True,False,25.33,neutral,down,True,-0.048465,-0.04803,68.44,B,6.629,7.87,8.667,4.75,6.036
2026-03-26,SPY,pullback_in_trend,bearish,0.9083,645.09,-0.017052,0.016649,True,False,27.44,neutral,down,False,-0.022295,-0.064137,65.31,B,5.456,7.79,8.667,4.75,6.036
2026-03-26,DIA,pullback_in_trend,bearish,0.9294,459.31,-0.017243,0.012519,True,False,27.44,neutral,down,False,-0.003796,-0.071838,65.29,B,5.447,7.79,8.667,4.75,6.036
2026-03-26,XLF,compression_breakout,bearish,0.9921,49.05,-0.02528,0.009786,True,False,27.44,neutral,down,True,0.001225,-0.065714,70.58,B,8.013,7.79,8.667,4.0,6.036
2026-03-26,XLF,pullback_in_trend,bearish,0.9549,49.05,-0.02528,0.009786,True,False,27.44,neutral,down,True,0.001225,-0.065714,66.89,B,6.538,7.79,8.667,4.0,6.036
2026-03-26,XLV,pullback_in_trend,bearish,0.9171,145.74,-0.017017,0.007342,True,False,27.44,neutral,down,False,-0.005934,-0.074196,64.44,B,5.406,7.79,8.667,4.25,6.036
2026-03-26,XLP,pullback_in_trend,bearish,0.9085,81.14,0.007888,0.009243,False,False,27.44,neutral,down,False,-0.010126,-0.086878,64.93,B,5.304,7.79,8.667,4.75,6.036
2026-03-26,XLY,pullback_in_trend,bearish,0.9333,108.83,-0.028944,-0.006248,True,True,27.44,neutral,down,True,-0.007931,-0.070226,67.46,B,6.465,7.79,8.667,4.5,6.036
2026-03-26,AAPL,compression_breakout,bearish,0.9921,252.89,-0.016173,0.011981,True,False,27.44,neutral,down,False,0.015786,-0.073493,70.95,B+,6.961,7.79,8.667,6.0,6.036
2026-03-26,AMZN,pullback_in_trend,bearish,0.9749,207.54,-0.03951,0.010745,True,False,27.44,neutral,down,True,-0.005844,-0.001828,68.81,B,7.004,7.79,8.667,4.5,6.036
2026-03-26,NVDA,pullback_in_trend,bearish,0.9356,171.24,-0.021724,0.035914,True,False,27.44,neutral,down,False,-0.040995,-0.073828,67.16,B,5.446,7.79,8.667,6.0,6.036
2026-03-26,TSLA,pullback_in_trend,bearish,0.9366,372.11,-0.027626,-0.030959,True,True,27.44,neutral,down,True,-0.021536,-0.08926,67.16,B,6.345,7.79,8.667,4.5,6.036
2026-03-26,JPM,pullback_in_trend,bearish,0.9936,291.66,-0.030241,0.01008,True,False,27.44,neutral,up,True,0.012814,-0.047268,67.39,B,6.739,7.79,8.667,4.0,6.036
2026-03-26,V,compression_breakout,bearish,0.8651,305.53,-0.032763,-0.015481,True,True,27.44,neutral,down,True,0.019419,-0.03527,70.45,B,7.962,7.79,8.667,4.0,6.036
2026-03-26,V,pullback_in_trend,bearish,0.9739,305.53,-0.032763,-0.015481,True,True,27.44,neutral,down,True,0.019419,-0.03527,67.5,B,6.779,7.79,8.667,4.0,6.036
2026-03-26,UNH,pullback_in_trend,bearish,0.9343,268.05,-0.033688,0.034359,True,False,27.44,neutral,down,True,-0.044181,-0.06492,67.18,B,6.502,7.79,8.667,4.25,6.036
2026-03-27,IWM,pullback_in_trend,bearish,0.9412,243.1,-0.014356,0.038091,True,False,31.05,expansion,down,False,0.003633,-0.070043,60.62,B,5.482,5.889,8.667,4.75,6.036
2026-03-27,XLF,pullback_in_trend,bearish,0.9078,47.81,0.011504,0.043296,False,False,31.05,expansion,down,True,-0.025876,-0.070387,64.08,B,6.413,5.889,8.667,5.5,6.036
2026-03-27,JPM,pullback_in_trend,bearish,0.9477,282.84,0.003288,0.044584,False,False,31.05,expansion,down,True,-0.012982,-0.058142,64.48,B,6.574,5.889,8.667,5.5,6.036
2026-03-30,IWM,pullback_in_trend,bearish,0.9238,239.61,0.035015,0.055507,False,False,30.61,neutral,down,False,-0.031683,-0.091733,63.09,B,5.303,7.721,7.556,4.75,6.036
2026-03-30,DIA,compression_breakout,bearish,0.881,452.06,0.024621,0.030571,False,False,30.61,neutral,down,True,-0.021452,-0.075882,69.14,B,7.723,7.721,7.556,4.75,6.036
2026-03-30,XLF,pullback_in_trend,bearish,0.9397,48.36,0.020885,0.031431,False,False,30.61,neutral,down,True,-0.01847,-0.05731,66.62,B,6.564,7.721,7.556,5.0,6.036
