strategy,market_ticker,close_time,side,strike,spot_at_open,hours_to_expiry,market_implied_prob,fair_prob,edge,position_size,won,gross_pnl,kalshi_fee,net_pnl,cum_pnl
B,KXBTC-26APR1712-B78050,2026-04-17T16:00:00+00:00,below,78050.0,77907.27,168.0,0.05,0.4624,0.4124,50.0,False,-50.0,0.0,-50.0,-189.4285
AB,KXBTC-26APR1712-B78050,2026-04-17T16:00:00+00:00,below,78050.0,77907.27,168.0,0.05,0.4861,0.4361,50.0,False,-50.0,0.0,-50.0,-189.4285
A,KXBTC-26APR1713-B77750,2026-04-17T17:00:00+00:00,below,77750.0,77563.51,168.0,0.07,0.5582,0.4882,50.0,False,-50.0,0.0,-50.0,-239.4285
B,KXBTC-26APR1713-B77750,2026-04-17T17:00:00+00:00,below,77750.0,77563.51,168.0,0.07,0.4655,0.3955,50.0,False,-50.0,0.0,-50.0,-239.4285
AB,KXBTC-26APR1713-B77750,2026-04-17T17:00:00+00:00,below,77750.0,77563.51,168.0,0.07,0.4887,0.4187,50.0,False,-50.0,0.0,-50.0,-239.4285
A,KXBTC-26APR1705-B76450,2026-04-17T09:00:00+00:00,below,76450.0,75811.48,168.0,0.2,0.5667,0.3667,50.0,False,-50.0,0.0,-50.0,-289.4285
B,KXBTC-26APR1705-B76450,2026-04-17T09:00:00+00:00,below,76450.0,75811.48,168.0,0.2,0.5265,0.3265,50.0,False,-50.0,0.0,-50.0,-289.4285
AB,KXBTC-26APR1705-B76450,2026-04-17T09:00:00+00:00,below,76450.0,75811.48,168.0,0.2,0.5365,0.3365,50.0,False,-50.0,0.0,-50.0,-289.4285
A,KXBTC-26APR1704-B74750,2026-04-17T08:00:00+00:00,below,74750.0,75806.24,168.0,0.06,0.5543,0.4943,50.0,False,-50.0,0.0,-50.0,-339.4285
B,KXBTC-26APR1704-B74750,2026-04-17T08:00:00+00:00,below,74750.0,75806.24,168.0,0.06,0.5543,0.4943,50.0,False,-50.0,0.0,-50.0,-339.4285
AB,KXBTC-26APR1704-B74750,2026-04-17T08:00:00+00:00,below,74750.0,75806.24,168.0,0.06,0.5543,0.4943,50.0,False,-50.0,0.0,-50.0,-339.4285
A,KXBTC-26APR1723-B76850,2026-04-18T03:00:00+00:00,below,76850.0,77043.74,168.0,0.05,0.5512,0.5012,50.0,False,-50.0,0.0,-50.0,-389.4285
B,KXBTC-26APR1723-B76850,2026-04-18T03:00:00+00:00,below,76850.0,77043.74,168.0,0.05,0.4459,0.3959,50.0,False,-50.0,0.0,-50.0,-389.4285
AB,KXBTC-26APR1723-B76850,2026-04-18T03:00:00+00:00,below,76850.0,77043.74,168.0,0.05,0.4722,0.4222,50.0,False,-50.0,0.0,-50.0,-389.4285
A,KXBTC-26APR1909-B75850,2026-04-19T13:00:00+00:00,below,75850.0,75963.14,168.0,0.38,0.5527,0.1727,50.0,False,-50.0,0.0,-50.0,-439.4285
B,KXBTC-26APR1909-B75850,2026-04-19T13:00:00+00:00,below,75850.0,75963.14,168.0,0.38,0.451,0.071,50.0,False,-50.0,0.0,-50.0,-439.4285
AB,KXBTC-26APR1909-B75850,2026-04-19T13:00:00+00:00,below,75850.0,75963.14,168.0,0.38,0.4764,0.0964,50.0,False,-50.0,0.0,-50.0,-439.4285
A,KXBTC-26APR1914-B75750,2026-04-19T18:00:00+00:00,below,75750.0,74806.71,168.0,0.1,0.5727,0.4727,50.0,False,-50.0,0.0,-50.0,-489.4285
B,KXBTC-26APR1914-B75750,2026-04-19T18:00:00+00:00,below,75750.0,74806.71,168.0,0.1,0.5232,0.4232,50.0,False,-50.0,0.0,-50.0,-489.4285
AB,KXBTC-26APR1914-B75750,2026-04-19T18:00:00+00:00,below,75750.0,74806.71,168.0,0.1,0.5355,0.4355,50.0,False,-50.0,0.0,-50.0,-489.4285
A,KXBTC-26APR1901-B75350,2026-04-19T05:00:00+00:00,below,75350.0,75580.01,168.0,0.8,0.5504,-0.2496,50.0,True,200.0,14.0,186.0,-303.4285
B,KXBTC-26APR1901-B75350,2026-04-19T05:00:00+00:00,below,75350.0,75580.01,168.0,0.8,0.4503,-0.3497,50.0,True,200.0,14.0,186.0,-303.4285
AB,KXBTC-26APR1901-B75350,2026-04-19T05:00:00+00:00,below,75350.0,75580.01,168.0,0.8,0.4753,-0.3247,50.0,True,200.0,14.0,186.0,-303.4285
A,KXBTC-26APR2013-B75050,2026-04-20T17:00:00+00:00,below,75050.0,75937.31,168.0,0.05,0.537,0.487,50.0,False,-50.0,0.0,-50.0,-353.4285
B,KXBTC-26APR2013-B75050,2026-04-20T17:00:00+00:00,below,75050.0,75937.31,168.0,0.05,0.4071,0.3571,50.0,False,-50.0,0.0,-50.0,-353.4285
AB,KXBTC-26APR2013-B75050,2026-04-20T17:00:00+00:00,below,75050.0,75937.31,168.0,0.05,0.4396,0.3896,50.0,False,-50.0,0.0,-50.0,-353.4285
A,KXBTC-26APR2006-B75650,2026-04-20T10:00:00+00:00,below,75650.0,75068.69,168.0,0.19,0.5658,0.3758,50.0,False,-50.0,0.0,-50.0,-403.4285
B,KXBTC-26APR2006-B75650,2026-04-20T10:00:00+00:00,below,75650.0,75068.69,168.0,0.19,0.4979,0.3079,50.0,False,-50.0,0.0,-50.0,-403.4285
AB,KXBTC-26APR2006-B75650,2026-04-20T10:00:00+00:00,below,75650.0,75068.69,168.0,0.19,0.5148,0.3248,50.0,False,-50.0,0.0,-50.0,-403.4285
A,KXBTC-26APR2009-B75150,2026-04-20T13:00:00+00:00,below,75150.0,75307.98,168.0,0.86,0.5513,-0.3087,50.0,True,307.1429,21.5,285.6429,-117.7856
B,KXBTC-26APR2009-B75150,2026-04-20T13:00:00+00:00,below,75150.0,75307.98,168.0,0.86,0.4554,-0.4046,50.0,True,307.1429,21.5,285.6429,-117.7856
AB,KXBTC-26APR2009-B75150,2026-04-20T13:00:00+00:00,below,75150.0,75307.98,168.0,0.86,0.4794,-0.3806,50.0,True,307.1429,21.5,285.6429,-117.7856
A,KXBTC-26APR2012-B74750,2026-04-20T16:00:00+00:00,below,74750.0,75378.79,168.0,0.05,0.542,0.492,50.0,False,-50.0,0.0,-50.0,-167.7856
B,KXBTC-26APR2012-B74750,2026-04-20T16:00:00+00:00,below,74750.0,75378.79,168.0,0.05,0.4294,0.3794,50.0,False,-50.0,0.0,-50.0,-167.7856
AB,KXBTC-26APR2012-B74750,2026-04-20T16:00:00+00:00,below,74750.0,75378.79,168.0,0.05,0.4575,0.4075,50.0,False,-50.0,0.0,-50.0,-167.7856
A,KXBTC-26APR2108-B78150,2026-04-21T12:00:00+00:00,below,78150.0,76037.95,168.0,0.8,0.5933,-0.2067,50.0,True,200.0,14.0,186.0,18.2144
B,KXBTC-26APR2108-B78150,2026-04-21T12:00:00+00:00,below,78150.0,76037.95,168.0,0.8,0.5582,-0.2418,50.0,True,200.0,14.0,186.0,18.2144
AB,KXBTC-26APR2108-B78150,2026-04-21T12:00:00+00:00,below,78150.0,76037.95,168.0,0.8,0.567,-0.233,50.0,True,200.0,14.0,186.0,18.2144
A,KXBTC-26APR2118-B75450,2026-04-21T22:00:00+00:00,below,75450.0,75662.06,168.0,0.05,0.5514,0.5014,50.0,False,-50.0,0.0,-50.0,-31.7856
B,KXBTC-26APR2118-B75450,2026-04-21T22:00:00+00:00,below,75450.0,75662.06,168.0,0.05,0.5514,0.5014,50.0,False,-50.0,0.0,-50.0,-31.7856
AB,KXBTC-26APR2118-B75450,2026-04-21T22:00:00+00:00,below,75450.0,75662.06,168.0,0.05,0.5514,0.5014,50.0,False,-50.0,0.0,-50.0,-31.7856
A,KXBTC-26APR2123-B76350,2026-04-22T03:00:00+00:00,below,76350.0,77541.55,168.0,0.14,0.5292,0.3892,50.0,False,-50.0,0.0,-50.0,-81.7856
B,KXBTC-26APR2123-B76350,2026-04-22T03:00:00+00:00,below,76350.0,77541.55,168.0,0.14,0.3801,0.2401,50.0,False,-50.0,0.0,-50.0,-81.7856
AB,KXBTC-26APR2123-B76350,2026-04-22T03:00:00+00:00,below,76350.0,77541.55,168.0,0.14,0.4174,0.2774,50.0,False,-50.0,0.0,-50.0,-81.7856
A,KXBTC-26APR2306-B76350,2026-04-23T10:00:00+00:00,below,76350.0,77425.92,168.0,0.92,0.5306,-0.3894,50.0,True,575.0,40.25,534.75,452.9644
B,KXBTC-26APR2306-B76350,2026-04-23T10:00:00+00:00,below,76350.0,77425.92,168.0,0.92,0.3898,-0.5302,50.0,True,575.0,40.25,534.75,452.9644
AB,KXBTC-26APR2306-B76350,2026-04-23T10:00:00+00:00,below,76350.0,77425.92,168.0,0.92,0.425,-0.495,50.0,True,575.0,40.25,534.75,452.9644
A,KXBTC-26APR2309-B77350,2026-04-23T13:00:00+00:00,below,77350.0,77549.31,168.0,0.09,0.5479,0.4579,50.0,False,-50.0,0.0,-50.0,402.9644
B,KXBTC-26APR2309-B77350,2026-04-23T13:00:00+00:00,below,77350.0,77549.31,168.0,0.09,0.4323,0.3423,50.0,False,-50.0,0.0,-50.0,402.9644
AB,KXBTC-26APR2309-B77350,2026-04-23T13:00:00+00:00,below,77350.0,77549.31,168.0,0.09,0.4612,0.3712,50.0,False,-50.0,0.0,-50.0,402.9644
A,KXBTC-26APR2415-B77350,2026-04-24T19:00:00+00:00,below,77350.0,77659.72,168.0,0.09,0.5457,0.4557,50.0,False,-50.0,0.0,-50.0,352.9644
B,KXBTC-26APR2415-B77350,2026-04-24T19:00:00+00:00,below,77350.0,77659.72,168.0,0.09,0.432,0.342,50.0,False,-50.0,0.0,-50.0,352.9644
AB,KXBTC-26APR2415-B77350,2026-04-24T19:00:00+00:00,below,77350.0,77659.72,168.0,0.09,0.4604,0.3704,50.0,False,-50.0,0.0,-50.0,352.9644
A,KXBTC-26APR2506-B76650,2026-04-25T10:00:00+00:00,below,76650.0,77809.48,168.0,0.09,0.5288,0.4388,50.0,False,-50.0,0.0,-50.0,302.9644
B,KXBTC-26APR2506-B76650,2026-04-25T10:00:00+00:00,below,76650.0,77809.48,168.0,0.09,0.3761,0.2861,50.0,False,-50.0,0.0,-50.0,302.9644
AB,KXBTC-26APR2506-B76650,2026-04-25T10:00:00+00:00,below,76650.0,77809.48,168.0,0.09,0.4143,0.3243,50.0,False,-50.0,0.0,-50.0,302.9644
A,KXBTC-26APR2618-B76850,2026-04-26T22:00:00+00:00,below,76850.0,78333.24,168.0,0.09,0.4728,0.3828,50.0,False,-50.0,0.0,-50.0,252.9644
B,KXBTC-26APR2618-B76850,2026-04-26T22:00:00+00:00,below,76850.0,78333.24,168.0,0.09,0.4728,0.3828,50.0,False,-50.0,0.0,-50.0,252.9644
AB,KXBTC-26APR2618-B76850,2026-04-26T22:00:00+00:00,below,76850.0,78333.24,168.0,0.09,0.4728,0.3828,50.0,False,-50.0,0.0,-50.0,252.9644
A,KXBTC-26APR2620-B79950,2026-04-27T00:00:00+00:00,below,79950.0,79322.57,168.0,0.29,0.5537,0.2637,50.0,False,-50.0,0.0,-50.0,202.9644
B,KXBTC-26APR2620-B79950,2026-04-27T00:00:00+00:00,below,79950.0,79322.57,168.0,0.29,0.5537,0.2637,50.0,False,-50.0,0.0,-50.0,202.9644
AB,KXBTC-26APR2620-B79950,2026-04-27T00:00:00+00:00,below,79950.0,79322.57,168.0,0.29,0.5537,0.2637,50.0,False,-50.0,0.0,-50.0,202.9644
A,KXBTC-26APR2621-B77950,2026-04-27T01:00:00+00:00,below,77950.0,79301.99,168.0,0.09,0.4997,0.4097,50.0,False,-50.0,0.0,-50.0,152.9644
B,KXBTC-26APR2621-B77950,2026-04-27T01:00:00+00:00,below,77950.0,79301.99,168.0,0.09,0.4997,0.4097,50.0,False,-50.0,0.0,-50.0,152.9644
AB,KXBTC-26APR2621-B77950,2026-04-27T01:00:00+00:00,below,77950.0,79301.99,168.0,0.09,0.4997,0.4097,50.0,False,-50.0,0.0,-50.0,152.9644
A,KXBTC-26APR2800-B77750,2026-04-28T04:00:00+00:00,below,77750.0,76885.6,168.0,0.8,0.5684,-0.2316,50.0,True,200.0,14.0,186.0,338.9644
B,KXBTC-26APR2800-B77750,2026-04-28T04:00:00+00:00,below,77750.0,76885.6,168.0,0.8,0.4642,-0.3358,50.0,True,200.0,14.0,186.0,338.9644
AB,KXBTC-26APR2800-B77750,2026-04-28T04:00:00+00:00,below,77750.0,76885.6,168.0,0.8,0.4902,-0.3098,50.0,True,200.0,14.0,186.0,338.9644
A,KXBTC-26APR2816-B74750,2026-04-28T20:00:00+00:00,below,74750.0,76461.99,168.0,0.09,0.5148,0.4248,50.0,False,-50.0,0.0,-50.0,288.9644
B,KXBTC-26APR2816-B74750,2026-04-28T20:00:00+00:00,below,74750.0,76461.99,168.0,0.09,0.353,0.263,50.0,False,-50.0,0.0,-50.0,288.9644
AB,KXBTC-26APR2816-B74750,2026-04-28T20:00:00+00:00,below,74750.0,76461.99,168.0,0.09,0.3934,0.3034,50.0,False,-50.0,0.0,-50.0,288.9644
A,KXBTC-26APR2812-B75750,2026-04-28T16:00:00+00:00,below,75750.0,76109.27,168.0,0.19,0.5431,0.3531,50.0,False,-50.0,0.0,-50.0,238.9644
B,KXBTC-26APR2812-B75750,2026-04-28T16:00:00+00:00,below,75750.0,76109.27,168.0,0.19,0.4088,0.2188,50.0,False,-50.0,0.0,-50.0,238.9644
AB,KXBTC-26APR2812-B75750,2026-04-28T16:00:00+00:00,below,75750.0,76109.27,168.0,0.19,0.4424,0.2524,50.0,False,-50.0,0.0,-50.0,238.9644
A,KXBTC-26APR2821-B76650,2026-04-29T01:00:00+00:00,below,76650.0,76552.31,168.0,0.05,0.5333,0.4833,50.0,False,-50.0,0.0,-50.0,188.9644
B,KXBTC-26APR2821-B76650,2026-04-29T01:00:00+00:00,below,76650.0,76552.31,168.0,0.05,0.5333,0.4833,50.0,False,-50.0,0.0,-50.0,188.9644
AB,KXBTC-26APR2821-B76650,2026-04-29T01:00:00+00:00,below,76650.0,76552.31,168.0,0.05,0.5333,0.4833,50.0,False,-50.0,0.0,-50.0,188.9644
A,KXBTC-26APR2901-B75650,2026-04-29T05:00:00+00:00,below,75650.0,77280.36,168.0,0.09,0.5161,0.4261,50.0,False,-50.0,0.0,-50.0,138.9644
B,KXBTC-26APR2901-B75650,2026-04-29T05:00:00+00:00,below,75650.0,77280.36,168.0,0.09,0.3567,0.2667,50.0,False,-50.0,0.0,-50.0,138.9644
AB,KXBTC-26APR2901-B75650,2026-04-29T05:00:00+00:00,below,75650.0,77280.36,168.0,0.09,0.3966,0.3066,50.0,False,-50.0,0.0,-50.0,138.9644
A,KXBTC-26APR2906-B77950,2026-04-29T10:00:00+00:00,below,77950.0,77622.55,168.0,0.09,0.5563,0.4663,50.0,False,-50.0,0.0,-50.0,88.9644
B,KXBTC-26APR2906-B77950,2026-04-29T10:00:00+00:00,below,77950.0,77622.55,168.0,0.09,0.4396,0.3496,50.0,False,-50.0,0.0,-50.0,88.9644
AB,KXBTC-26APR2906-B77950,2026-04-29T10:00:00+00:00,below,77950.0,77622.55,168.0,0.09,0.4688,0.3788,50.0,False,-50.0,0.0,-50.0,88.9644
A,KXBTC-26APR3014-B76150,2026-04-30T18:00:00+00:00,below,76150.0,76314.99,168.0,0.08,0.5453,0.4653,50.0,False,-50.0,0.0,-50.0,38.9644
B,KXBTC-26APR3014-B76150,2026-04-30T18:00:00+00:00,below,76150.0,76314.99,168.0,0.08,0.4252,0.3452,50.0,False,-50.0,0.0,-50.0,38.9644
AB,KXBTC-26APR3014-B76150,2026-04-30T18:00:00+00:00,below,76150.0,76314.99,168.0,0.08,0.4552,0.3752,50.0,False,-50.0,0.0,-50.0,38.9644
A,KXBTC-26APR3009-B76650,2026-04-30T13:00:00+00:00,below,76650.0,76385.9,168.0,0.09,0.5546,0.4646,50.0,False,-50.0,0.0,-50.0,-11.0356
B,KXBTC-26APR3009-B76650,2026-04-30T13:00:00+00:00,below,76650.0,76385.9,168.0,0.09,0.4321,0.3421,50.0,False,-50.0,0.0,-50.0,-11.0356
AB,KXBTC-26APR3009-B76650,2026-04-30T13:00:00+00:00,below,76650.0,76385.9,168.0,0.09,0.4627,0.3727,50.0,False,-50.0,0.0,-50.0,-11.0356
A,KXBTC-26APR2921-B74750,2026-04-30T01:00:00+00:00,below,74750.0,76212.85,168.0,0.42,0.5382,0.1182,50.0,False,-50.0,0.0,-50.0,-61.0356
B,KXBTC-26APR2921-B74750,2026-04-30T01:00:00+00:00,below,74750.0,76212.85,168.0,0.42,0.5382,0.1182,50.0,False,-50.0,0.0,-50.0,-61.0356
AB,KXBTC-26APR2921-B74750,2026-04-30T01:00:00+00:00,below,74750.0,76212.85,168.0,0.42,0.5382,0.1182,50.0,False,-50.0,0.0,-50.0,-61.0356
A,KXBTC-26APR3010-B76750,2026-04-30T14:00:00+00:00,below,76750.0,76267.97,168.0,0.08,0.5698,0.4898,50.0,False,-50.0,0.0,-50.0,-111.0356
B,KXBTC-26APR3010-B76750,2026-04-30T14:00:00+00:00,below,76750.0,76267.97,168.0,0.08,0.5698,0.4898,50.0,False,-50.0,0.0,-50.0,-111.0356
AB,KXBTC-26APR3010-B76750,2026-04-30T14:00:00+00:00,below,76750.0,76267.97,168.0,0.08,0.5698,0.4898,50.0,False,-50.0,0.0,-50.0,-111.0356
A,KXBTC-26MAY0201-B79550,2026-05-02T05:00:00+00:00,below,79550.0,78179.6,168.0,0.16,0.5762,0.4162,50.0,False,-50.0,0.0,-50.0,-161.0356
B,KXBTC-26MAY0201-B79550,2026-05-02T05:00:00+00:00,below,79550.0,78179.6,168.0,0.16,0.4811,0.3211,50.0,False,-50.0,0.0,-50.0,-161.0356
AB,KXBTC-26MAY0201-B79550,2026-05-02T05:00:00+00:00,below,79550.0,78179.6,168.0,0.16,0.5049,0.3449,50.0,False,-50.0,0.0,-50.0,-161.0356
A,KXBTC-26MAY0221-B77450,2026-05-03T01:00:00+00:00,below,77450.0,78250.0,168.0,0.19,0.4887,0.2987,50.0,False,-50.0,0.0,-50.0,-211.0356
B,KXBTC-26MAY0221-B77450,2026-05-03T01:00:00+00:00,below,77450.0,78250.0,168.0,0.19,0.4887,0.2987,50.0,False,-50.0,0.0,-50.0,-211.0356
AB,KXBTC-26MAY0221-B77450,2026-05-03T01:00:00+00:00,below,77450.0,78250.0,168.0,0.19,0.4887,0.2987,50.0,False,-50.0,0.0,-50.0,-211.0356
A,KXBTC-26MAY0304-B79050,2026-05-03T08:00:00+00:00,below,79050.0,78379.39,168.0,0.1,0.5537,0.4537,50.0,False,-50.0,0.0,-50.0,-261.0356
B,KXBTC-26MAY0304-B79050,2026-05-03T08:00:00+00:00,below,79050.0,78379.39,168.0,0.1,0.5537,0.4537,50.0,False,-50.0,0.0,-50.0,-261.0356
AB,KXBTC-26MAY0304-B79050,2026-05-03T08:00:00+00:00,below,79050.0,78379.39,168.0,0.1,0.5537,0.4537,50.0,False,-50.0,0.0,-50.0,-261.0356
A,KXBTC-26MAY0413-B81850,2026-05-04T17:00:00+00:00,below,81850.0,80393.97,168.0,0.09,0.5774,0.4874,50.0,False,-50.0,0.0,-50.0,-311.0356
B,KXBTC-26MAY0413-B81850,2026-05-04T17:00:00+00:00,below,81850.0,80393.97,168.0,0.09,0.4678,0.3778,50.0,False,-50.0,0.0,-50.0,-311.0356
AB,KXBTC-26MAY0413-B81850,2026-05-04T17:00:00+00:00,below,81850.0,80393.97,168.0,0.09,0.4952,0.4052,50.0,False,-50.0,0.0,-50.0,-311.0356
A,KXBTC-26MAY0419-B79550,2026-05-04T23:00:00+00:00,below,79550.0,79852.37,168.0,0.09,0.5829,0.4929,50.0,False,-50.0,0.0,-50.0,-361.0356
B,KXBTC-26MAY0419-B79550,2026-05-04T23:00:00+00:00,below,79550.0,79852.37,168.0,0.09,0.5829,0.4929,50.0,False,-50.0,0.0,-50.0,-361.0356
