strategy,market_ticker,close_time,side,strike,spot_at_open,hours_to_expiry,market_implied_prob,fair_prob,edge,position_size,won,gross_pnl,kalshi_fee,net_pnl,cum_pnl
B,KXBTC-26APR1113-T62200,2026-04-11T17:00:00+00:00,above,62200.0,73134.06,168.0,0.01,0.8231,0.8131,50.0,False,-50.0,0.0,-50.0,-11300.0
AB,KXBTC-26APR1113-T62200,2026-04-11T17:00:00+00:00,above,62200.0,73134.06,168.0,0.01,0.7858,0.7758,50.0,False,-50.0,0.0,-50.0,-11300.0
A,KXBTC-26APR1114-T62200,2026-04-11T18:00:00+00:00,above,62200.0,73586.02,168.0,0.01,0.682,0.672,50.0,False,-50.0,0.0,-50.0,-11350.0
B,KXBTC-26APR1114-T62200,2026-04-11T18:00:00+00:00,above,62200.0,73586.02,168.0,0.01,0.8241,0.8141,50.0,False,-50.0,0.0,-50.0,-11350.0
AB,KXBTC-26APR1114-T62200,2026-04-11T18:00:00+00:00,above,62200.0,73586.02,168.0,0.01,0.7886,0.7786,50.0,False,-50.0,0.0,-50.0,-11350.0
A,KXBTC-26APR1022-T80299.99,2026-04-11T02:00:00+00:00,above,80299.99,73008.01,168.0,0.01,0.3156,0.3056,50.0,False,-50.0,0.0,-50.0,-11400.0
B,KXBTC-26APR1022-T80299.99,2026-04-11T02:00:00+00:00,above,80299.99,73008.01,168.0,0.01,0.2246,0.2146,50.0,False,-50.0,0.0,-50.0,-11400.0
AB,KXBTC-26APR1022-T80299.99,2026-04-11T02:00:00+00:00,above,80299.99,73008.01,168.0,0.01,0.2474,0.2374,50.0,False,-50.0,0.0,-50.0,-11400.0
A,KXBTC-26APR1111-T80799.99,2026-04-11T15:00:00+00:00,above,80799.99,72893.41,168.0,0.01,0.3045,0.2945,50.0,False,-50.0,0.0,-50.0,-11450.0
B,KXBTC-26APR1111-T80799.99,2026-04-11T15:00:00+00:00,above,80799.99,72893.41,168.0,0.01,0.2106,0.2006,50.0,False,-50.0,0.0,-50.0,-11450.0
AB,KXBTC-26APR1111-T80799.99,2026-04-11T15:00:00+00:00,above,80799.99,72893.41,168.0,0.01,0.2341,0.2241,50.0,False,-50.0,0.0,-50.0,-11450.0
A,KXBTC-26APR1110-T62200,2026-04-11T14:00:00+00:00,above,62200.0,72742.56,168.0,0.01,0.7406,0.7306,50.0,False,-50.0,0.0,-50.0,-11500.0
B,KXBTC-26APR1110-T62200,2026-04-11T14:00:00+00:00,above,62200.0,72742.56,168.0,0.01,0.7406,0.7306,50.0,False,-50.0,0.0,-50.0,-11500.0
AB,KXBTC-26APR1110-T62200,2026-04-11T14:00:00+00:00,above,62200.0,72742.56,168.0,0.01,0.7406,0.7306,50.0,False,-50.0,0.0,-50.0,-11500.0
A,KXBTC-26APR1107-T62200,2026-04-11T11:00:00+00:00,above,62200.0,72947.62,168.0,0.01,0.6688,0.6588,50.0,False,-50.0,0.0,-50.0,-11550.0
B,KXBTC-26APR1107-T62200,2026-04-11T11:00:00+00:00,above,62200.0,72947.62,168.0,0.01,0.8221,0.8121,50.0,False,-50.0,0.0,-50.0,-11550.0
AB,KXBTC-26APR1107-T62200,2026-04-11T11:00:00+00:00,above,62200.0,72947.62,168.0,0.01,0.7838,0.7738,50.0,False,-50.0,0.0,-50.0,-11550.0
A,KXBTC-26APR1100-T80299.99,2026-04-11T04:00:00+00:00,above,80299.99,72849.03,168.0,0.01,0.3126,0.3026,50.0,False,-50.0,0.0,-50.0,-11600.0
B,KXBTC-26APR1100-T80299.99,2026-04-11T04:00:00+00:00,above,80299.99,72849.03,168.0,0.01,0.2213,0.2113,50.0,False,-50.0,0.0,-50.0,-11600.0
AB,KXBTC-26APR1100-T80299.99,2026-04-11T04:00:00+00:00,above,80299.99,72849.03,168.0,0.01,0.2441,0.2341,50.0,False,-50.0,0.0,-50.0,-11600.0
A,KXBTC-26APR1105-T80799.99,2026-04-11T09:00:00+00:00,above,80799.99,72953.25,168.0,0.01,0.3062,0.2962,50.0,False,-50.0,0.0,-50.0,-11650.0
B,KXBTC-26APR1105-T80799.99,2026-04-11T09:00:00+00:00,above,80799.99,72953.25,168.0,0.01,0.2133,0.2033,50.0,False,-50.0,0.0,-50.0,-11650.0
AB,KXBTC-26APR1105-T80799.99,2026-04-11T09:00:00+00:00,above,80799.99,72953.25,168.0,0.01,0.2365,0.2265,50.0,False,-50.0,0.0,-50.0,-11650.0
A,KXBTC-26APR1117-T61750,2026-04-11T21:00:00+00:00,above,61750.0,73470.34,168.0,0.01,0.6898,0.6798,50.0,False,-50.0,0.0,-50.0,-11700.0
B,KXBTC-26APR1117-T61750,2026-04-11T21:00:00+00:00,above,61750.0,73470.34,168.0,0.01,0.8251,0.8151,50.0,False,-50.0,0.0,-50.0,-11700.0
AB,KXBTC-26APR1117-T61750,2026-04-11T21:00:00+00:00,above,61750.0,73470.34,168.0,0.01,0.7913,0.7813,50.0,False,-50.0,0.0,-50.0,-11700.0
A,KXBTC-26APR1104-T80799.99,2026-04-11T08:00:00+00:00,above,80799.99,72701.16,168.0,0.01,0.2774,0.2674,50.0,False,-50.0,0.0,-50.0,-11750.0
B,KXBTC-26APR1104-T80799.99,2026-04-11T08:00:00+00:00,above,80799.99,72701.16,168.0,0.01,0.2774,0.2674,50.0,False,-50.0,0.0,-50.0,-11750.0
AB,KXBTC-26APR1104-T80799.99,2026-04-11T08:00:00+00:00,above,80799.99,72701.16,168.0,0.01,0.2774,0.2674,50.0,False,-50.0,0.0,-50.0,-11750.0
A,KXBTC-26APR1115-T80799.99,2026-04-11T19:00:00+00:00,above,80799.99,73720.25,168.0,0.01,0.3188,0.3088,50.0,False,-50.0,0.0,-50.0,-11800.0
B,KXBTC-26APR1115-T80799.99,2026-04-11T19:00:00+00:00,above,80799.99,73720.25,168.0,0.01,0.2321,0.2221,50.0,False,-50.0,0.0,-50.0,-11800.0
AB,KXBTC-26APR1115-T80799.99,2026-04-11T19:00:00+00:00,above,80799.99,73720.25,168.0,0.01,0.2538,0.2438,50.0,False,-50.0,0.0,-50.0,-11800.0
A,KXBTC-26APR1108-T80799.99,2026-04-11T12:00:00+00:00,above,80799.99,72972.81,168.0,0.01,0.3062,0.2962,50.0,False,-50.0,0.0,-50.0,-11850.0
B,KXBTC-26APR1108-T80799.99,2026-04-11T12:00:00+00:00,above,80799.99,72972.81,168.0,0.01,0.2158,0.2058,50.0,False,-50.0,0.0,-50.0,-11850.0
AB,KXBTC-26APR1108-T80799.99,2026-04-11T12:00:00+00:00,above,80799.99,72972.81,168.0,0.01,0.2384,0.2284,50.0,False,-50.0,0.0,-50.0,-11850.0
A,KXBTC-26APR1106-T80799.99,2026-04-11T10:00:00+00:00,above,80799.99,72882.26,168.0,0.01,0.3048,0.2948,50.0,False,-50.0,0.0,-50.0,-11900.0
B,KXBTC-26APR1106-T80799.99,2026-04-11T10:00:00+00:00,above,80799.99,72882.26,168.0,0.01,0.2105,0.2005,50.0,False,-50.0,0.0,-50.0,-11900.0
AB,KXBTC-26APR1106-T80799.99,2026-04-11T10:00:00+00:00,above,80799.99,72882.26,168.0,0.01,0.2341,0.2241,50.0,False,-50.0,0.0,-50.0,-11900.0
A,KXBTC-26APR1100-T61700,2026-04-11T04:00:00+00:00,above,61700.0,72849.03,168.0,0.01,0.6756,0.6656,50.0,False,-50.0,0.0,-50.0,-11950.0
B,KXBTC-26APR1100-T61700,2026-04-11T04:00:00+00:00,above,61700.0,72849.03,168.0,0.01,0.8239,0.8139,50.0,False,-50.0,0.0,-50.0,-11950.0
AB,KXBTC-26APR1100-T61700,2026-04-11T04:00:00+00:00,above,61700.0,72849.03,168.0,0.01,0.7868,0.7768,50.0,False,-50.0,0.0,-50.0,-11950.0
A,KXBTC-26APR1104-T62200,2026-04-11T08:00:00+00:00,above,62200.0,72701.16,168.0,0.01,0.7259,0.7159,50.0,False,-50.0,0.0,-50.0,-12000.0
B,KXBTC-26APR1104-T62200,2026-04-11T08:00:00+00:00,above,62200.0,72701.16,168.0,0.01,0.7259,0.7159,50.0,False,-50.0,0.0,-50.0,-12000.0
AB,KXBTC-26APR1104-T62200,2026-04-11T08:00:00+00:00,above,62200.0,72701.16,168.0,0.01,0.7259,0.7159,50.0,False,-50.0,0.0,-50.0,-12000.0
A,KXBTC-26APR1102-T62200,2026-04-11T06:00:00+00:00,above,62200.0,72803.28,168.0,0.01,0.7153,0.7053,50.0,False,-50.0,0.0,-50.0,-12050.0
B,KXBTC-26APR1102-T62200,2026-04-11T06:00:00+00:00,above,62200.0,72803.28,168.0,0.01,0.7153,0.7053,50.0,False,-50.0,0.0,-50.0,-12050.0
AB,KXBTC-26APR1102-T62200,2026-04-11T06:00:00+00:00,above,62200.0,72803.28,168.0,0.01,0.7153,0.7053,50.0,False,-50.0,0.0,-50.0,-12050.0
A,KXBTC-26APR1105-T62200,2026-04-11T09:00:00+00:00,above,62200.0,72953.25,168.0,0.01,0.6683,0.6583,50.0,False,-50.0,0.0,-50.0,-12100.0
B,KXBTC-26APR1105-T62200,2026-04-11T09:00:00+00:00,above,62200.0,72953.25,168.0,0.01,0.8223,0.8123,50.0,False,-50.0,0.0,-50.0,-12100.0
AB,KXBTC-26APR1105-T62200,2026-04-11T09:00:00+00:00,above,62200.0,72953.25,168.0,0.01,0.7838,0.7738,50.0,False,-50.0,0.0,-50.0,-12100.0
A,KXBTC-26APR1107-T80799.99,2026-04-11T11:00:00+00:00,above,80799.99,72947.62,168.0,0.01,0.3059,0.2959,50.0,False,-50.0,0.0,-50.0,-12150.0
B,KXBTC-26APR1107-T80799.99,2026-04-11T11:00:00+00:00,above,80799.99,72947.62,168.0,0.01,0.2126,0.2026,50.0,False,-50.0,0.0,-50.0,-12150.0
AB,KXBTC-26APR1107-T80799.99,2026-04-11T11:00:00+00:00,above,80799.99,72947.62,168.0,0.01,0.2359,0.2259,50.0,False,-50.0,0.0,-50.0,-12150.0
A,KXBTC-26APR1116-T80799.99,2026-04-11T20:00:00+00:00,above,80799.99,73333.21,168.0,0.01,0.312,0.302,50.0,False,-50.0,0.0,-50.0,-12200.0
B,KXBTC-26APR1116-T80799.99,2026-04-11T20:00:00+00:00,above,80799.99,73333.21,168.0,0.01,0.2193,0.2093,50.0,False,-50.0,0.0,-50.0,-12200.0
AB,KXBTC-26APR1116-T80799.99,2026-04-11T20:00:00+00:00,above,80799.99,73333.21,168.0,0.01,0.2425,0.2325,50.0,False,-50.0,0.0,-50.0,-12200.0
A,KXBTC-26APR1115-T62200,2026-04-11T19:00:00+00:00,above,62200.0,73720.25,168.0,0.01,0.6845,0.6745,50.0,False,-50.0,0.0,-50.0,-12250.0
B,KXBTC-26APR1115-T62200,2026-04-11T19:00:00+00:00,above,62200.0,73720.25,168.0,0.01,0.8242,0.8142,50.0,False,-50.0,0.0,-50.0,-12250.0
AB,KXBTC-26APR1115-T62200,2026-04-11T19:00:00+00:00,above,62200.0,73720.25,168.0,0.01,0.7893,0.7793,50.0,False,-50.0,0.0,-50.0,-12250.0
A,KXBTC-26APR1108-T62200,2026-04-11T12:00:00+00:00,above,62200.0,72972.81,168.0,0.01,0.6698,0.6598,50.0,False,-50.0,0.0,-50.0,-12300.0
B,KXBTC-26APR1108-T62200,2026-04-11T12:00:00+00:00,above,62200.0,72972.81,168.0,0.01,0.8224,0.8124,50.0,False,-50.0,0.0,-50.0,-12300.0
AB,KXBTC-26APR1108-T62200,2026-04-11T12:00:00+00:00,above,62200.0,72972.81,168.0,0.01,0.7843,0.7743,50.0,False,-50.0,0.0,-50.0,-12300.0
A,KXBTC-26APR1102-T80799.99,2026-04-11T06:00:00+00:00,above,80799.99,72803.28,168.0,0.01,0.285,0.275,50.0,False,-50.0,0.0,-50.0,-12350.0
B,KXBTC-26APR1102-T80799.99,2026-04-11T06:00:00+00:00,above,80799.99,72803.28,168.0,0.01,0.285,0.275,50.0,False,-50.0,0.0,-50.0,-12350.0
AB,KXBTC-26APR1102-T80799.99,2026-04-11T06:00:00+00:00,above,80799.99,72803.28,168.0,0.01,0.285,0.275,50.0,False,-50.0,0.0,-50.0,-12350.0
A,KXBTC-26APR1113-T80799.99,2026-04-11T17:00:00+00:00,above,80799.99,73134.06,168.0,0.01,0.3086,0.2986,50.0,False,-50.0,0.0,-50.0,-12400.0
B,KXBTC-26APR1113-T80799.99,2026-04-11T17:00:00+00:00,above,80799.99,73134.06,168.0,0.01,0.2167,0.2067,50.0,False,-50.0,0.0,-50.0,-12400.0
AB,KXBTC-26APR1113-T80799.99,2026-04-11T17:00:00+00:00,above,80799.99,73134.06,168.0,0.01,0.2397,0.2297,50.0,False,-50.0,0.0,-50.0,-12400.0
A,KXBTC-26APR1112-T62200,2026-04-11T16:00:00+00:00,above,62200.0,73076.42,168.0,0.01,0.6727,0.6627,50.0,False,-50.0,0.0,-50.0,-12450.0
B,KXBTC-26APR1112-T62200,2026-04-11T16:00:00+00:00,above,62200.0,73076.42,168.0,0.01,0.8227,0.8127,50.0,False,-50.0,0.0,-50.0,-12450.0
AB,KXBTC-26APR1112-T62200,2026-04-11T16:00:00+00:00,above,62200.0,73076.42,168.0,0.01,0.7852,0.7752,50.0,False,-50.0,0.0,-50.0,-12450.0
A,KXBTC-26APR1109-T80799.99,2026-04-11T13:00:00+00:00,above,80799.99,72690.13,168.0,0.01,0.3011,0.2911,50.0,False,-50.0,0.0,-50.0,-12500.0
B,KXBTC-26APR1109-T80799.99,2026-04-11T13:00:00+00:00,above,80799.99,72690.13,168.0,0.01,0.2108,0.2008,50.0,False,-50.0,0.0,-50.0,-12500.0
AB,KXBTC-26APR1109-T80799.99,2026-04-11T13:00:00+00:00,above,80799.99,72690.13,168.0,0.01,0.2334,0.2234,50.0,False,-50.0,0.0,-50.0,-12500.0
A,KXBTC-26APR1117-T81249.99,2026-04-11T21:00:00+00:00,above,81249.99,73470.34,168.0,0.01,0.3072,0.2972,50.0,False,-50.0,0.0,-50.0,-12550.0
B,KXBTC-26APR1117-T81249.99,2026-04-11T21:00:00+00:00,above,81249.99,73470.34,168.0,0.01,0.2159,0.2059,50.0,False,-50.0,0.0,-50.0,-12550.0
AB,KXBTC-26APR1117-T81249.99,2026-04-11T21:00:00+00:00,above,81249.99,73470.34,168.0,0.01,0.2387,0.2287,50.0,False,-50.0,0.0,-50.0,-12550.0
A,KXBTC-26APR1103-T62200,2026-04-11T07:00:00+00:00,above,62200.0,72791.84,168.0,0.01,0.7295,0.7195,50.0,False,-50.0,0.0,-50.0,-12600.0
B,KXBTC-26APR1103-T62200,2026-04-11T07:00:00+00:00,above,62200.0,72791.84,168.0,0.01,0.7295,0.7195,50.0,False,-50.0,0.0,-50.0,-12600.0
AB,KXBTC-26APR1103-T62200,2026-04-11T07:00:00+00:00,above,62200.0,72791.84,168.0,0.01,0.7295,0.7195,50.0,False,-50.0,0.0,-50.0,-12600.0
A,KXBTC-26APR1119-T80799.99,2026-04-11T23:00:00+00:00,above,80799.99,73086.0,168.0,0.01,0.2617,0.2517,50.0,False,-50.0,0.0,-50.0,-12650.0
B,KXBTC-26APR1119-T80799.99,2026-04-11T23:00:00+00:00,above,80799.99,73086.0,168.0,0.01,0.2617,0.2517,50.0,False,-50.0,0.0,-50.0,-12650.0
AB,KXBTC-26APR1119-T80799.99,2026-04-11T23:00:00+00:00,above,80799.99,73086.0,168.0,0.01,0.2617,0.2517,50.0,False,-50.0,0.0,-50.0,-12650.0
A,KXBTC-26APR1116-T62200,2026-04-11T20:00:00+00:00,above,62200.0,73333.21,168.0,0.01,0.6778,0.6678,50.0,False,-50.0,0.0,-50.0,-12700.0
B,KXBTC-26APR1116-T62200,2026-04-11T20:00:00+00:00,above,62200.0,73333.21,168.0,0.01,0.8228,0.8128,50.0,False,-50.0,0.0,-50.0,-12700.0
AB,KXBTC-26APR1116-T62200,2026-04-11T20:00:00+00:00,above,62200.0,73333.21,168.0,0.01,0.7865,0.7765,50.0,False,-50.0,0.0,-50.0,-12700.0
A,KXBTC-26APR1023-T80299.99,2026-04-11T03:00:00+00:00,above,80299.99,72909.53,168.0,0.01,0.3137,0.3037,50.0,False,-50.0,0.0,-50.0,-12750.0
B,KXBTC-26APR1023-T80299.99,2026-04-11T03:00:00+00:00,above,80299.99,72909.53,168.0,0.01,0.2249,0.2149,50.0,False,-50.0,0.0,-50.0,-12750.0
AB,KXBTC-26APR1023-T80299.99,2026-04-11T03:00:00+00:00,above,80299.99,72909.53,168.0,0.01,0.2471,0.2371,50.0,False,-50.0,0.0,-50.0,-12750.0
A,KXBTC-26APR1105-B79650,2026-04-11T09:00:00+00:00,below,79650.0,72953.25,168.0,0.01,0.6755,0.6655,50.0,False,-50.0,0.0,-50.0,-12800.0
B,KXBTC-26APR1105-B79650,2026-04-11T09:00:00+00:00,below,79650.0,72953.25,168.0,0.01,0.7655,0.7555,50.0,False,-50.0,0.0,-50.0,-12800.0
AB,KXBTC-26APR1105-B79650,2026-04-11T09:00:00+00:00,below,79650.0,72953.25,168.0,0.01,0.743,0.733,50.0,False,-50.0,0.0,-50.0,-12800.0
A,KXBTC-26APR1108-B68850,2026-04-11T12:00:00+00:00,below,68850.0,72972.81,168.0,0.01,0.4713,0.4613,50.0,False,-50.0,0.0,-50.0,-12850.0
B,KXBTC-26APR1108-B68850,2026-04-11T12:00:00+00:00,below,68850.0,72972.81,168.0,0.01,0.2736,0.2636,50.0,False,-50.0,0.0,-50.0,-12850.0
AB,KXBTC-26APR1108-B68850,2026-04-11T12:00:00+00:00,below,68850.0,72972.81,168.0,0.01,0.323,0.313,50.0,False,-50.0,0.0,-50.0,-12850.0
A,KXBTC-26APR1102-B77850,2026-04-11T06:00:00+00:00,below,77850.0,72803.28,168.0,0.01,0.6578,0.6478,50.0,False,-50.0,0.0,-50.0,-12900.0
B,KXBTC-26APR1102-B77850,2026-04-11T06:00:00+00:00,below,77850.0,72803.28,168.0,0.01,0.6578,0.6478,50.0,False,-50.0,0.0,-50.0,-12900.0
AB,KXBTC-26APR1102-B77850,2026-04-11T06:00:00+00:00,below,77850.0,72803.28,168.0,0.01,0.6578,0.6478,50.0,False,-50.0,0.0,-50.0,-12900.0
A,KXBTC-26APR1115-B68350,2026-04-11T19:00:00+00:00,below,68350.0,73720.25,168.0,0.01,0.4453,0.4353,50.0,False,-50.0,0.0,-50.0,-12950.0
B,KXBTC-26APR1115-B68350,2026-04-11T19:00:00+00:00,below,68350.0,73720.25,168.0,0.01,0.2339,0.2239,50.0,False,-50.0,0.0,-50.0,-12950.0
AB,KXBTC-26APR1115-B68350,2026-04-11T19:00:00+00:00,below,68350.0,73720.25,168.0,0.01,0.2867,0.2767,50.0,False,-50.0,0.0,-50.0,-12950.0
A,KXBTC-26APR1116-B63450,2026-04-11T20:00:00+00:00,below,63450.0,73333.21,168.0,0.01,0.3485,0.3385,50.0,False,-50.0,0.0,-50.0,-13000.0
B,KXBTC-26APR1116-B63450,2026-04-11T20:00:00+00:00,below,63450.0,73333.21,168.0,0.01,0.1817,0.1717,50.0,False,-50.0,0.0,-50.0,-13000.0
AB,KXBTC-26APR1116-B63450,2026-04-11T20:00:00+00:00,below,63450.0,73333.21,168.0,0.01,0.2234,0.2134,50.0,False,-50.0,0.0,-50.0,-13000.0
A,KXBTC-26APR1118-B70650,2026-04-11T22:00:00+00:00,below,70650.0,73410.49,168.0,0.01,0.4446,0.4346,50.0,False,-50.0,0.0,-50.0,-13050.0
B,KXBTC-26APR1118-B70650,2026-04-11T22:00:00+00:00,below,70650.0,73410.49,168.0,0.01,0.4446,0.4346,50.0,False,-50.0,0.0,-50.0,-13050.0
AB,KXBTC-26APR1118-B70650,2026-04-11T22:00:00+00:00,below,70650.0,73410.49,168.0,0.01,0.4446,0.4346,50.0,False,-50.0,0.0,-50.0,-13050.0
A,KXBTC-26APR1022-B63150,2026-04-11T02:00:00+00:00,below,63150.0,73008.01,168.0,0.01,0.3526,0.3426,50.0,False,-50.0,0.0,-50.0,-13100.0
B,KXBTC-26APR1022-B63150,2026-04-11T02:00:00+00:00,below,63150.0,73008.01,168.0,0.01,0.1814,0.1714,50.0,False,-50.0,0.0,-50.0,-13100.0
AB,KXBTC-26APR1022-B63150,2026-04-11T02:00:00+00:00,below,63150.0,73008.01,168.0,0.01,0.2242,0.2142,50.0,False,-50.0,0.0,-50.0,-13100.0
A,KXBTC-26APR1105-B73150,2026-04-11T09:00:00+00:00,below,73150.0,72953.25,168.0,0.01,0.559,0.549,50.0,False,-50.0,0.0,-50.0,-13150.0
B,KXBTC-26APR1105-B73150,2026-04-11T09:00:00+00:00,below,73150.0,72953.25,168.0,0.01,0.4905,0.4805,50.0,False,-50.0,0.0,-50.0,-13150.0
AB,KXBTC-26APR1105-B73150,2026-04-11T09:00:00+00:00,below,73150.0,72953.25,168.0,0.01,0.5077,0.4977,50.0,False,-50.0,0.0,-50.0,-13150.0
A,KXBTC-26APR1100-B65650,2026-04-11T04:00:00+00:00,below,65650.0,72849.03,168.0,0.01,0.4078,0.3978,50.0,False,-50.0,0.0,-50.0,-13200.0
B,KXBTC-26APR1100-B65650,2026-04-11T04:00:00+00:00,below,65650.0,72849.03,168.0,0.01,0.2027,0.1927,50.0,False,-50.0,0.0,-50.0,-13200.0
AB,KXBTC-26APR1100-B65650,2026-04-11T04:00:00+00:00,below,65650.0,72849.03,168.0,0.01,0.254,0.244,50.0,False,-50.0,0.0,-50.0,-13200.0
A,KXBTC-26APR1108-B76650,2026-04-11T12:00:00+00:00,below,76650.0,72972.81,168.0,0.01,0.624,0.614,50.0,False,-50.0,0.0,-50.0,-13250.0
B,KXBTC-26APR1108-B76650,2026-04-11T12:00:00+00:00,below,76650.0,72972.81,168.0,0.01,0.6705,0.6605,50.0,False,-50.0,0.0,-50.0,-13250.0
AB,KXBTC-26APR1108-B76650,2026-04-11T12:00:00+00:00,below,76650.0,72972.81,168.0,0.01,0.6589,0.6489,50.0,False,-50.0,0.0,-50.0,-13250.0
A,KXBTC-26APR1102-B63950,2026-04-11T06:00:00+00:00,below,63950.0,72803.28,168.0,0.01,0.3269,0.3169,50.0,False,-50.0,0.0,-50.0,-13300.0
B,KXBTC-26APR1102-B63950,2026-04-11T06:00:00+00:00,below,63950.0,72803.28,168.0,0.01,0.3269,0.3169,50.0,False,-50.0,0.0,-50.0,-13300.0
AB,KXBTC-26APR1102-B63950,2026-04-11T06:00:00+00:00,below,63950.0,72803.28,168.0,0.01,0.3269,0.3169,50.0,False,-50.0,0.0,-50.0,-13300.0
A,KXBTC-26APR1116-B75650,2026-04-11T20:00:00+00:00,below,75650.0,73333.21,168.0,0.01,0.5989,0.5889,50.0,False,-50.0,0.0,-50.0,-13350.0
B,KXBTC-26APR1116-B75650,2026-04-11T20:00:00+00:00,below,75650.0,73333.21,168.0,0.01,0.6081,0.5981,50.0,False,-50.0,0.0,-50.0,-13350.0
AB,KXBTC-26APR1116-B75650,2026-04-11T20:00:00+00:00,below,75650.0,73333.21,168.0,0.01,0.6058,0.5958,50.0,False,-50.0,0.0,-50.0,-13350.0
A,KXBTC-26APR1022-B78750,2026-04-11T02:00:00+00:00,below,78750.0,73008.01,168.0,0.01,0.6593,0.6493,50.0,False,-50.0,0.0,-50.0,-13400.0
B,KXBTC-26APR1022-B78750,2026-04-11T02:00:00+00:00,below,78750.0,73008.01,168.0,0.01,0.7418,0.7318,50.0,False,-50.0,0.0,-50.0,-13400.0
AB,KXBTC-26APR1022-B78750,2026-04-11T02:00:00+00:00,below,78750.0,73008.01,168.0,0.01,0.7212,0.7112,50.0,False,-50.0,0.0,-50.0,-13400.0
A,KXBTC-26APR1112-B65750,2026-04-11T16:00:00+00:00,below,65750.0,73076.42,168.0,0.01,0.4029,0.3929,50.0,False,-50.0,0.0,-50.0,-13450.0
B,KXBTC-26APR1112-B65750,2026-04-11T16:00:00+00:00,below,65750.0,73076.42,168.0,0.01,0.2015,0.1915,50.0,False,-50.0,0.0,-50.0,-13450.0
AB,KXBTC-26APR1112-B65750,2026-04-11T16:00:00+00:00,below,65750.0,73076.42,168.0,0.01,0.2519,0.2419,50.0,False,-50.0,0.0,-50.0,-13450.0
A,KXBTC-26APR1111-B63850,2026-04-11T15:00:00+00:00,below,63850.0,72893.41,168.0,0.01,0.3659,0.3559,50.0,False,-50.0,0.0,-50.0,-13500.0
B,KXBTC-26APR1111-B63850,2026-04-11T15:00:00+00:00,below,63850.0,72893.41,168.0,0.01,0.1859,0.1759,50.0,False,-50.0,0.0,-50.0,-13500.0
AB,KXBTC-26APR1111-B63850,2026-04-11T15:00:00+00:00,below,63850.0,72893.41,168.0,0.01,0.2309,0.2209,50.0,False,-50.0,0.0,-50.0,-13500.0
A,KXBTC-26APR1114-B78250,2026-04-11T18:00:00+00:00,below,78250.0,73586.02,168.0,0.01,0.6409,0.6309,50.0,False,-50.0,0.0,-50.0,-13550.0
B,KXBTC-26APR1114-B78250,2026-04-11T18:00:00+00:00,below,78250.0,73586.02,168.0,0.01,0.7092,0.6992,50.0,False,-50.0,0.0,-50.0,-13550.0
AB,KXBTC-26APR1114-B78250,2026-04-11T18:00:00+00:00,below,78250.0,73586.02,168.0,0.01,0.6921,0.6821,50.0,False,-50.0,0.0,-50.0,-13550.0
A,KXBTC-26APR1115-B72550,2026-04-11T19:00:00+00:00,below,72550.0,73720.25,168.0,0.01,0.5316,0.5216,50.0,False,-50.0,0.0,-50.0,-13600.0
B,KXBTC-26APR1115-B72550,2026-04-11T19:00:00+00:00,below,72550.0,73720.25,168.0,0.01,0.4041,0.3941,50.0,False,-50.0,0.0,-50.0,-13600.0
AB,KXBTC-26APR1115-B72550,2026-04-11T19:00:00+00:00,below,72550.0,73720.25,168.0,0.01,0.436,0.426,50.0,False,-50.0,0.0,-50.0,-13600.0
A,KXBTC-26APR1105-B72850,2026-04-11T09:00:00+00:00,below,72850.0,72953.25,168.0,0.05,0.5532,0.5032,50.0,False,-50.0,0.0,-50.0,-13650.0
B,KXBTC-26APR1105-B72850,2026-04-11T09:00:00+00:00,below,72850.0,72953.25,168.0,0.05,0.4718,0.4218,50.0,False,-50.0,0.0,-50.0,-13650.0
AB,KXBTC-26APR1105-B72850,2026-04-11T09:00:00+00:00,below,72850.0,72953.25,168.0,0.05,0.4921,0.4421,50.0,False,-50.0,0.0,-50.0,-13650.0
A,KXBTC-26APR1116-B80250,2026-04-11T20:00:00+00:00,below,80250.0,73333.21,168.0,0.01,0.6792,0.6692,50.0,False,-50.0,0.0,-50.0,-13700.0
B,KXBTC-26APR1116-B80250,2026-04-11T20:00:00+00:00,below,80250.0,73333.21,168.0,0.01,0.7701,0.7601,50.0,False,-50.0,0.0,-50.0,-13700.0
AB,KXBTC-26APR1116-B80250,2026-04-11T20:00:00+00:00,below,80250.0,73333.21,168.0,0.01,0.7473,0.7373,50.0,False,-50.0,0.0,-50.0,-13700.0
A,KXBTC-26APR1021-B79150,2026-04-11T01:00:00+00:00,below,79150.0,72998.0,168.0,0.01,0.6707,0.6607,50.0,False,-50.0,0.0,-50.0,-13750.0
B,KXBTC-26APR1021-B79150,2026-04-11T01:00:00+00:00,below,79150.0,72998.0,168.0,0.01,0.6707,0.6607,50.0,False,-50.0,0.0,-50.0,-13750.0
AB,KXBTC-26APR1021-B79150,2026-04-11T01:00:00+00:00,below,79150.0,72998.0,168.0,0.01,0.6707,0.6607,50.0,False,-50.0,0.0,-50.0,-13750.0
A,KXBTC-26APR1021-B64050,2026-04-11T01:00:00+00:00,below,64050.0,72998.0,168.0,0.01,0.3538,0.3438,50.0,False,-50.0,0.0,-50.0,-13800.0
B,KXBTC-26APR1021-B64050,2026-04-11T01:00:00+00:00,below,64050.0,72998.0,168.0,0.01,0.3538,0.3438,50.0,False,-50.0,0.0,-50.0,-13800.0
