strategy,market_ticker,close_time,side,strike,spot_at_open,hours_to_expiry,market_implied_prob,fair_prob,edge,position_size,won,gross_pnl,kalshi_fee,net_pnl,cum_pnl
B,KXBTC-26APR2321-B78150,2026-04-24T01:00:00+00:00,below,78150.0,78457.91,168.0,0.17,0.5423,0.3723,50.0,False,-50.0,0.0,-50.0,-1043.0677
AB,KXBTC-26APR2321-B78150,2026-04-24T01:00:00+00:00,below,78150.0,78457.91,168.0,0.17,0.5423,0.3723,50.0,False,-50.0,0.0,-50.0,-1043.0677
A,KXBTC-26APR2516-B77050,2026-04-25T20:00:00+00:00,below,77050.0,77497.07,168.0,0.05,0.5422,0.4922,50.0,False,-50.0,0.0,-50.0,-1143.0677
B,KXBTC-26APR2516-B77050,2026-04-25T20:00:00+00:00,below,77050.0,77497.07,168.0,0.05,0.4114,0.3614,50.0,False,-50.0,0.0,-50.0,-1093.0677
AB,KXBTC-26APR2516-B77050,2026-04-25T20:00:00+00:00,below,77050.0,77497.07,168.0,0.05,0.4441,0.3941,50.0,False,-50.0,0.0,-50.0,-1093.0677
A,KXBTC-26APR2508-B77850,2026-04-25T12:00:00+00:00,below,77850.0,77575.35,168.0,0.05,0.557,0.507,50.0,False,-50.0,0.0,-50.0,-1193.0677
B,KXBTC-26APR2508-B77850,2026-04-25T12:00:00+00:00,below,77850.0,77575.35,168.0,0.05,0.4582,0.4082,50.0,False,-50.0,0.0,-50.0,-1143.0677
AB,KXBTC-26APR2508-B77850,2026-04-25T12:00:00+00:00,below,77850.0,77575.35,168.0,0.05,0.4829,0.4329,50.0,False,-50.0,0.0,-50.0,-1143.0677
A,KXBTC-26APR2517-B76875,2026-04-25T21:00:00+00:00,below,76875.0,77555.49,168.0,0.06,0.5374,0.4774,50.0,False,-50.0,0.0,-50.0,-1243.0677
B,KXBTC-26APR2517-B76875,2026-04-25T21:00:00+00:00,below,76875.0,77555.49,168.0,0.06,0.4013,0.3413,50.0,False,-50.0,0.0,-50.0,-1193.0677
AB,KXBTC-26APR2517-B76875,2026-04-25T21:00:00+00:00,below,76875.0,77555.49,168.0,0.06,0.4353,0.3753,50.0,False,-50.0,0.0,-50.0,-1193.0677
A,KXBTC-26APR2512-B79150,2026-04-25T16:00:00+00:00,below,79150.0,77427.69,168.0,0.09,0.5849,0.4949,50.0,False,-50.0,0.0,-50.0,-1293.0677
B,KXBTC-26APR2512-B79150,2026-04-25T16:00:00+00:00,below,79150.0,77427.69,168.0,0.09,0.5252,0.4352,50.0,False,-50.0,0.0,-50.0,-1243.0677
AB,KXBTC-26APR2512-B79150,2026-04-25T16:00:00+00:00,below,79150.0,77427.69,168.0,0.09,0.5401,0.4501,50.0,False,-50.0,0.0,-50.0,-1243.0677
A,KXBTC-26APR2423-B76150,2026-04-25T03:00:00+00:00,below,76150.0,77699.91,168.0,0.89,0.521,-0.369,50.0,True,404.5455,28.3182,376.2273,-916.8404
B,KXBTC-26APR2423-B76150,2026-04-25T03:00:00+00:00,below,76150.0,77699.91,168.0,0.89,0.363,-0.527,50.0,True,404.5455,28.3182,376.2273,-866.8404
AB,KXBTC-26APR2423-B76150,2026-04-25T03:00:00+00:00,below,76150.0,77699.91,168.0,0.89,0.4025,-0.4875,50.0,True,404.5455,28.3182,376.2273,-866.8404
A,KXBTC-26APR2510-B77950,2026-04-25T14:00:00+00:00,below,77950.0,77679.96,168.0,0.19,0.5343,0.3443,50.0,False,-50.0,0.0,-50.0,-966.8404
B,KXBTC-26APR2510-B77950,2026-04-25T14:00:00+00:00,below,77950.0,77679.96,168.0,0.19,0.5343,0.3443,50.0,False,-50.0,0.0,-50.0,-916.8404
AB,KXBTC-26APR2510-B77950,2026-04-25T14:00:00+00:00,below,77950.0,77679.96,168.0,0.19,0.5343,0.3443,50.0,False,-50.0,0.0,-50.0,-916.8404
A,KXBTC-26APR2507-B77450,2026-04-25T11:00:00+00:00,below,77450.0,77709.94,168.0,0.09,0.5465,0.4565,50.0,False,-50.0,0.0,-50.0,-1016.8404
B,KXBTC-26APR2507-B77450,2026-04-25T11:00:00+00:00,below,77450.0,77709.94,168.0,0.09,0.426,0.336,50.0,False,-50.0,0.0,-50.0,-966.8404
AB,KXBTC-26APR2507-B77450,2026-04-25T11:00:00+00:00,below,77450.0,77709.94,168.0,0.09,0.4561,0.3661,50.0,False,-50.0,0.0,-50.0,-966.8404
A,KXBTC-26APR2618-B77650,2026-04-26T22:00:00+00:00,below,77650.0,78333.24,168.0,0.14,0.5026,0.3626,50.0,False,-50.0,0.0,-50.0,-1066.8404
B,KXBTC-26APR2618-B77650,2026-04-26T22:00:00+00:00,below,77650.0,78333.24,168.0,0.14,0.5026,0.3626,50.0,False,-50.0,0.0,-50.0,-1016.8404
AB,KXBTC-26APR2618-B77650,2026-04-26T22:00:00+00:00,below,77650.0,78333.24,168.0,0.14,0.5026,0.3626,50.0,False,-50.0,0.0,-50.0,-1016.8404
A,KXBTC-26APR2521-B77450,2026-04-26T01:00:00+00:00,below,77450.0,77479.27,168.0,0.05,0.5197,0.4697,50.0,False,-50.0,0.0,-50.0,-1116.8404
B,KXBTC-26APR2521-B77450,2026-04-26T01:00:00+00:00,below,77450.0,77479.27,168.0,0.05,0.5197,0.4697,50.0,False,-50.0,0.0,-50.0,-1066.8404
AB,KXBTC-26APR2521-B77450,2026-04-26T01:00:00+00:00,below,77450.0,77479.27,168.0,0.05,0.5197,0.4697,50.0,False,-50.0,0.0,-50.0,-1066.8404
A,KXBTC-26APR2618-B78050,2026-04-26T22:00:00+00:00,below,78050.0,78333.24,168.0,0.05,0.5173,0.4673,50.0,False,-50.0,0.0,-50.0,-1166.8404
B,KXBTC-26APR2618-B78050,2026-04-26T22:00:00+00:00,below,78050.0,78333.24,168.0,0.05,0.5173,0.4673,50.0,False,-50.0,0.0,-50.0,-1116.8404
AB,KXBTC-26APR2618-B78050,2026-04-26T22:00:00+00:00,below,78050.0,78333.24,168.0,0.05,0.5173,0.4673,50.0,False,-50.0,0.0,-50.0,-1116.8404
A,KXBTC-26APR2521-B77150,2026-04-26T01:00:00+00:00,below,77150.0,77479.27,168.0,0.09,0.505,0.415,50.0,False,-50.0,0.0,-50.0,-1216.8404
B,KXBTC-26APR2521-B77150,2026-04-26T01:00:00+00:00,below,77150.0,77479.27,168.0,0.09,0.505,0.415,50.0,False,-50.0,0.0,-50.0,-1166.8404
AB,KXBTC-26APR2521-B77150,2026-04-26T01:00:00+00:00,below,77150.0,77479.27,168.0,0.09,0.505,0.415,50.0,False,-50.0,0.0,-50.0,-1166.8404
A,KXBTC-26APR2602-B77450,2026-04-26T06:00:00+00:00,below,77450.0,78019.26,168.0,0.05,0.5031,0.4531,50.0,False,-50.0,0.0,-50.0,-1266.8404
B,KXBTC-26APR2602-B77450,2026-04-26T06:00:00+00:00,below,77450.0,78019.26,168.0,0.05,0.5031,0.4531,50.0,False,-50.0,0.0,-50.0,-1216.8404
AB,KXBTC-26APR2602-B77450,2026-04-26T06:00:00+00:00,below,77450.0,78019.26,168.0,0.05,0.5031,0.4531,50.0,False,-50.0,0.0,-50.0,-1216.8404
A,KXBTC-26APR2602-B78950,2026-04-26T06:00:00+00:00,below,78950.0,78019.26,168.0,0.76,0.5622,-0.1978,50.0,True,158.3333,11.0833,147.25,-1119.5904
B,KXBTC-26APR2602-B78950,2026-04-26T06:00:00+00:00,below,78950.0,78019.26,168.0,0.76,0.5622,-0.1978,50.0,True,158.3333,11.0833,147.25,-1069.5904
AB,KXBTC-26APR2602-B78950,2026-04-26T06:00:00+00:00,below,78950.0,78019.26,168.0,0.76,0.5622,-0.1978,50.0,True,158.3333,11.0833,147.25,-1069.5904
A,KXBTC-26APR2523-B78050,2026-04-26T03:00:00+00:00,below,78050.0,77408.01,168.0,0.05,0.5634,0.5134,50.0,False,-50.0,0.0,-50.0,-1169.5904
B,KXBTC-26APR2523-B78050,2026-04-26T03:00:00+00:00,below,78050.0,77408.01,168.0,0.05,0.4617,0.4117,50.0,False,-50.0,0.0,-50.0,-1119.5904
AB,KXBTC-26APR2523-B78050,2026-04-26T03:00:00+00:00,below,78050.0,77408.01,168.0,0.05,0.4872,0.4372,50.0,False,-50.0,0.0,-50.0,-1119.5904
A,KXBTC-26APR2521-B77250,2026-04-26T01:00:00+00:00,below,77250.0,77479.27,168.0,0.05,0.5099,0.4599,50.0,False,-50.0,0.0,-50.0,-1219.5904
B,KXBTC-26APR2521-B77250,2026-04-26T01:00:00+00:00,below,77250.0,77479.27,168.0,0.05,0.5099,0.4599,50.0,False,-50.0,0.0,-50.0,-1169.5904
AB,KXBTC-26APR2521-B77250,2026-04-26T01:00:00+00:00,below,77250.0,77479.27,168.0,0.05,0.5099,0.4599,50.0,False,-50.0,0.0,-50.0,-1169.5904
A,KXBTC-26APR2521-B76850,2026-04-26T01:00:00+00:00,below,76850.0,77479.27,168.0,0.09,0.4903,0.4003,50.0,False,-50.0,0.0,-50.0,-1269.5904
B,KXBTC-26APR2521-B76850,2026-04-26T01:00:00+00:00,below,76850.0,77479.27,168.0,0.09,0.4903,0.4003,50.0,False,-50.0,0.0,-50.0,-1219.5904
AB,KXBTC-26APR2521-B76850,2026-04-26T01:00:00+00:00,below,76850.0,77479.27,168.0,0.09,0.4903,0.4003,50.0,False,-50.0,0.0,-50.0,-1219.5904
A,KXBTC-26APR2701-B79050,2026-04-27T05:00:00+00:00,below,79050.0,77790.0,168.0,0.05,0.5754,0.5254,50.0,False,-50.0,0.0,-50.0,-1319.5904
B,KXBTC-26APR2701-B79050,2026-04-27T05:00:00+00:00,below,79050.0,77790.0,168.0,0.05,0.4701,0.4201,50.0,False,-50.0,0.0,-50.0,-1269.5904
AB,KXBTC-26APR2701-B79050,2026-04-27T05:00:00+00:00,below,79050.0,77790.0,168.0,0.05,0.4964,0.4464,50.0,False,-50.0,0.0,-50.0,-1269.5904
A,KXBTC-26APR2718-B76550,2026-04-27T22:00:00+00:00,below,76550.0,77064.48,168.0,0.19,0.5619,0.3719,50.0,False,-50.0,0.0,-50.0,-1369.5904
B,KXBTC-26APR2718-B76550,2026-04-27T22:00:00+00:00,below,76550.0,77064.48,168.0,0.19,0.5619,0.3719,50.0,False,-50.0,0.0,-50.0,-1319.5904
AB,KXBTC-26APR2718-B76550,2026-04-27T22:00:00+00:00,below,76550.0,77064.48,168.0,0.19,0.5619,0.3719,50.0,False,-50.0,0.0,-50.0,-1319.5904
A,KXBTC-26APR2716-B76550,2026-04-27T20:00:00+00:00,below,76550.0,76955.36,168.0,0.07,0.5423,0.4723,50.0,False,-50.0,0.0,-50.0,-1419.5904
B,KXBTC-26APR2716-B76550,2026-04-27T20:00:00+00:00,below,76550.0,76955.36,168.0,0.07,0.401,0.331,50.0,False,-50.0,0.0,-50.0,-1369.5904
AB,KXBTC-26APR2716-B76550,2026-04-27T20:00:00+00:00,below,76550.0,76955.36,168.0,0.07,0.4364,0.3664,50.0,False,-50.0,0.0,-50.0,-1369.5904
A,KXBTC-26APR2717-B77375,2026-04-27T21:00:00+00:00,below,77375.0,76777.0,168.0,0.06,0.5627,0.5027,50.0,False,-50.0,0.0,-50.0,-1469.5904
B,KXBTC-26APR2717-B77375,2026-04-27T21:00:00+00:00,below,77375.0,76777.0,168.0,0.06,0.4517,0.3917,50.0,False,-50.0,0.0,-50.0,-1419.5904
AB,KXBTC-26APR2717-B77375,2026-04-27T21:00:00+00:00,below,77375.0,76777.0,168.0,0.06,0.4794,0.4194,50.0,False,-50.0,0.0,-50.0,-1419.5904
A,KXBTC-26APR2712-B78850,2026-04-27T16:00:00+00:00,below,78850.0,76615.83,168.0,0.29,0.5949,0.3049,50.0,False,-50.0,0.0,-50.0,-1519.5904
B,KXBTC-26APR2712-B78850,2026-04-27T16:00:00+00:00,below,78850.0,76615.83,168.0,0.29,0.5308,0.2408,50.0,False,-50.0,0.0,-50.0,-1469.5904
AB,KXBTC-26APR2712-B78850,2026-04-27T16:00:00+00:00,below,78850.0,76615.83,168.0,0.29,0.5468,0.2568,50.0,False,-50.0,0.0,-50.0,-1469.5904
A,KXBTC-26APR2712-B76050,2026-04-27T16:00:00+00:00,below,76050.0,76615.83,168.0,0.09,0.5389,0.4489,50.0,False,-50.0,0.0,-50.0,-1569.5904
B,KXBTC-26APR2712-B76050,2026-04-27T16:00:00+00:00,below,76050.0,76615.83,168.0,0.09,0.4019,0.3119,50.0,False,-50.0,0.0,-50.0,-1519.5904
AB,KXBTC-26APR2712-B76050,2026-04-27T16:00:00+00:00,below,76050.0,76615.83,168.0,0.09,0.4361,0.3461,50.0,False,-50.0,0.0,-50.0,-1519.5904
A,KXBTC-26APR2714-B75850,2026-04-27T18:00:00+00:00,below,75850.0,76814.01,168.0,0.09,0.5308,0.4408,50.0,False,-50.0,0.0,-50.0,-1619.5904
B,KXBTC-26APR2714-B75850,2026-04-27T18:00:00+00:00,below,75850.0,76814.01,168.0,0.09,0.3795,0.2895,50.0,False,-50.0,0.0,-50.0,-1569.5904
AB,KXBTC-26APR2714-B75850,2026-04-27T18:00:00+00:00,below,75850.0,76814.01,168.0,0.09,0.4173,0.3273,50.0,False,-50.0,0.0,-50.0,-1569.5904
A,KXBTC-26APR2620-B77250,2026-04-27T00:00:00+00:00,below,77250.0,79322.57,168.0,0.2,0.4798,0.2798,50.0,False,-50.0,0.0,-50.0,-1669.5904
B,KXBTC-26APR2620-B77250,2026-04-27T00:00:00+00:00,below,77250.0,79322.57,168.0,0.2,0.4798,0.2798,50.0,False,-50.0,0.0,-50.0,-1619.5904
AB,KXBTC-26APR2620-B77250,2026-04-27T00:00:00+00:00,below,77250.0,79322.57,168.0,0.2,0.4798,0.2798,50.0,False,-50.0,0.0,-50.0,-1619.5904
A,KXBTC-26APR2702-B77050,2026-04-27T06:00:00+00:00,below,77050.0,77709.76,168.0,0.24,0.5427,0.3027,50.0,False,-50.0,0.0,-50.0,-1719.5904
B,KXBTC-26APR2702-B77050,2026-04-27T06:00:00+00:00,below,77050.0,77709.76,168.0,0.24,0.5427,0.3027,50.0,False,-50.0,0.0,-50.0,-1669.5904
AB,KXBTC-26APR2702-B77050,2026-04-27T06:00:00+00:00,below,77050.0,77709.76,168.0,0.24,0.5427,0.3027,50.0,False,-50.0,0.0,-50.0,-1669.5904
A,KXBTC-26APR2620-B79850,2026-04-27T00:00:00+00:00,below,79850.0,79322.57,168.0,0.05,0.5511,0.5011,50.0,False,-50.0,0.0,-50.0,-1769.5904
B,KXBTC-26APR2620-B79850,2026-04-27T00:00:00+00:00,below,79850.0,79322.57,168.0,0.05,0.5511,0.5011,50.0,False,-50.0,0.0,-50.0,-1719.5904
AB,KXBTC-26APR2620-B79850,2026-04-27T00:00:00+00:00,below,79850.0,79322.57,168.0,0.05,0.5511,0.5011,50.0,False,-50.0,0.0,-50.0,-1719.5904
A,KXBTC-26APR2621-B78950,2026-04-27T01:00:00+00:00,below,78950.0,79301.99,168.0,0.15,0.5272,0.3772,50.0,False,-50.0,0.0,-50.0,-1819.5904
B,KXBTC-26APR2621-B78950,2026-04-27T01:00:00+00:00,below,78950.0,79301.99,168.0,0.15,0.5272,0.3772,50.0,False,-50.0,0.0,-50.0,-1769.5904
AB,KXBTC-26APR2621-B78950,2026-04-27T01:00:00+00:00,below,78950.0,79301.99,168.0,0.15,0.5272,0.3772,50.0,False,-50.0,0.0,-50.0,-1769.5904
A,KXBTC-26APR2700-B77950,2026-04-27T04:00:00+00:00,below,77950.0,78942.02,168.0,0.09,0.5306,0.4406,50.0,False,-50.0,0.0,-50.0,-1869.5904
B,KXBTC-26APR2700-B77950,2026-04-27T04:00:00+00:00,below,77950.0,78942.02,168.0,0.09,0.3663,0.2763,50.0,False,-50.0,0.0,-50.0,-1819.5904
AB,KXBTC-26APR2700-B77950,2026-04-27T04:00:00+00:00,below,77950.0,78942.02,168.0,0.09,0.4073,0.3173,50.0,False,-50.0,0.0,-50.0,-1819.5904
A,KXBTC-26APR2620-B77550,2026-04-27T00:00:00+00:00,below,77550.0,79322.57,168.0,0.07,0.4882,0.4182,50.0,False,-50.0,0.0,-50.0,-1919.5904
B,KXBTC-26APR2620-B77550,2026-04-27T00:00:00+00:00,below,77550.0,79322.57,168.0,0.07,0.4882,0.4182,50.0,False,-50.0,0.0,-50.0,-1869.5904
AB,KXBTC-26APR2620-B77550,2026-04-27T00:00:00+00:00,below,77550.0,79322.57,168.0,0.07,0.4882,0.4182,50.0,False,-50.0,0.0,-50.0,-1869.5904
A,KXBTC-26APR2702-B77550,2026-04-27T06:00:00+00:00,below,77550.0,77709.76,168.0,0.06,0.5519,0.4919,50.0,False,-50.0,0.0,-50.0,-1969.5904
B,KXBTC-26APR2702-B77550,2026-04-27T06:00:00+00:00,below,77550.0,77709.76,168.0,0.06,0.5519,0.4919,50.0,False,-50.0,0.0,-50.0,-1919.5904
AB,KXBTC-26APR2702-B77550,2026-04-27T06:00:00+00:00,below,77550.0,77709.76,168.0,0.06,0.5519,0.4919,50.0,False,-50.0,0.0,-50.0,-1919.5904
A,KXBTC-26APR2620-B77350,2026-04-27T00:00:00+00:00,below,77350.0,79322.57,168.0,0.09,0.4826,0.3926,50.0,False,-50.0,0.0,-50.0,-2019.5904
B,KXBTC-26APR2620-B77350,2026-04-27T00:00:00+00:00,below,77350.0,79322.57,168.0,0.09,0.4826,0.3926,50.0,False,-50.0,0.0,-50.0,-1969.5904
AB,KXBTC-26APR2620-B77350,2026-04-27T00:00:00+00:00,below,77350.0,79322.57,168.0,0.09,0.4826,0.3926,50.0,False,-50.0,0.0,-50.0,-1969.5904
A,KXBTC-26APR2715-B76550,2026-04-27T19:00:00+00:00,below,76550.0,76886.0,168.0,0.09,0.5437,0.4537,50.0,False,-50.0,0.0,-50.0,-2069.5904
B,KXBTC-26APR2715-B76550,2026-04-27T19:00:00+00:00,below,76550.0,76886.0,168.0,0.09,0.4054,0.3154,50.0,False,-50.0,0.0,-50.0,-2019.5904
AB,KXBTC-26APR2715-B76550,2026-04-27T19:00:00+00:00,below,76550.0,76886.0,168.0,0.09,0.44,0.35,50.0,False,-50.0,0.0,-50.0,-2019.5904
A,KXBTC-26APR2723-B77350,2026-04-28T03:00:00+00:00,below,77350.0,76809.35,168.0,0.27,0.5619,0.2919,50.0,False,-50.0,0.0,-50.0,-2119.5904
B,KXBTC-26APR2723-B77350,2026-04-28T03:00:00+00:00,below,77350.0,76809.35,168.0,0.27,0.4469,0.1769,50.0,False,-50.0,0.0,-50.0,-2069.5904
AB,KXBTC-26APR2723-B77350,2026-04-28T03:00:00+00:00,below,77350.0,76809.35,168.0,0.27,0.4757,0.2057,50.0,False,-50.0,0.0,-50.0,-2069.5904
A,KXBTC-26APR2722-B77150,2026-04-28T02:00:00+00:00,below,77150.0,76886.86,168.0,0.07,0.5563,0.4863,50.0,False,-50.0,0.0,-50.0,-2169.5904
B,KXBTC-26APR2722-B77150,2026-04-28T02:00:00+00:00,below,77150.0,76886.86,168.0,0.07,0.4357,0.3657,50.0,False,-50.0,0.0,-50.0,-2119.5904
AB,KXBTC-26APR2722-B77150,2026-04-28T02:00:00+00:00,below,77150.0,76886.86,168.0,0.07,0.4659,0.3959,50.0,False,-50.0,0.0,-50.0,-2119.5904
A,KXBTC-26APR2800-B76550,2026-04-28T04:00:00+00:00,below,76550.0,76885.6,168.0,0.24,0.5446,0.3046,50.0,False,-50.0,0.0,-50.0,-2219.5904
B,KXBTC-26APR2800-B76550,2026-04-28T04:00:00+00:00,below,76550.0,76885.6,168.0,0.24,0.4049,0.1649,50.0,False,-50.0,0.0,-50.0,-2169.5904
AB,KXBTC-26APR2800-B76550,2026-04-28T04:00:00+00:00,below,76550.0,76885.6,168.0,0.24,0.4398,0.1998,50.0,False,-50.0,0.0,-50.0,-2169.5904
A,KXBTC-26APR2807-B76550,2026-04-28T11:00:00+00:00,below,76550.0,76224.71,168.0,0.08,0.5572,0.4772,50.0,False,-50.0,0.0,-50.0,-2269.5904
B,KXBTC-26APR2807-B76550,2026-04-28T11:00:00+00:00,below,76550.0,76224.71,168.0,0.08,0.4436,0.3636,50.0,False,-50.0,0.0,-50.0,-2219.5904
AB,KXBTC-26APR2807-B76550,2026-04-28T11:00:00+00:00,below,76550.0,76224.71,168.0,0.08,0.472,0.392,50.0,False,-50.0,0.0,-50.0,-2219.5904
A,KXBTC-26APR2721-B79050,2026-04-28T01:00:00+00:00,below,79050.0,77088.49,168.0,0.09,0.5945,0.5045,50.0,False,-50.0,0.0,-50.0,-2319.5904
B,KXBTC-26APR2721-B79050,2026-04-28T01:00:00+00:00,below,79050.0,77088.49,168.0,0.09,0.5945,0.5045,50.0,False,-50.0,0.0,-50.0,-2269.5904
AB,KXBTC-26APR2721-B79050,2026-04-28T01:00:00+00:00,below,79050.0,77088.49,168.0,0.09,0.5945,0.5045,50.0,False,-50.0,0.0,-50.0,-2269.5904
A,KXBTC-26APR2801-B77050,2026-04-28T05:00:00+00:00,below,77050.0,76882.73,168.0,0.05,0.5546,0.5046,50.0,False,-50.0,0.0,-50.0,-2369.5904
B,KXBTC-26APR2801-B77050,2026-04-28T05:00:00+00:00,below,77050.0,76882.73,168.0,0.05,0.4327,0.3827,50.0,False,-50.0,0.0,-50.0,-2319.5904
AB,KXBTC-26APR2801-B77050,2026-04-28T05:00:00+00:00,below,77050.0,76882.73,168.0,0.05,0.4632,0.4132,50.0,False,-50.0,0.0,-50.0,-2319.5904
A,KXBTC-26APR2800-B76150,2026-04-28T04:00:00+00:00,below,76150.0,76885.6,168.0,0.45,0.5365,0.0865,50.0,False,-50.0,0.0,-50.0,-2419.5904
B,KXBTC-26APR2800-B76150,2026-04-28T04:00:00+00:00,below,76150.0,76885.6,168.0,0.45,0.3862,-0.0638,50.0,True,40.9091,2.8636,38.0455,-2281.5449
A,KXBTC-26APR2809-B76150,2026-04-28T13:00:00+00:00,below,76150.0,76183.67,168.0,0.09,0.5498,0.4598,50.0,False,-50.0,0.0,-50.0,-2469.5904
B,KXBTC-26APR2809-B76150,2026-04-28T13:00:00+00:00,below,76150.0,76183.67,168.0,0.09,0.4231,0.3331,50.0,False,-50.0,0.0,-50.0,-2331.5449
AB,KXBTC-26APR2809-B76150,2026-04-28T13:00:00+00:00,below,76150.0,76183.67,168.0,0.09,0.4548,0.3648,50.0,False,-50.0,0.0,-50.0,-2369.5904
A,KXBTC-26APR2804-B76250,2026-04-28T08:00:00+00:00,below,76250.0,76856.0,168.0,0.09,0.5335,0.4435,50.0,False,-50.0,0.0,-50.0,-2519.5904
B,KXBTC-26APR2804-B76250,2026-04-28T08:00:00+00:00,below,76250.0,76856.0,168.0,0.09,0.5335,0.4435,50.0,False,-50.0,0.0,-50.0,-2381.5449
AB,KXBTC-26APR2804-B76250,2026-04-28T08:00:00+00:00,below,76250.0,76856.0,168.0,0.09,0.5335,0.4435,50.0,False,-50.0,0.0,-50.0,-2419.5904
A,KXBTC-26APR2808-B76050,2026-04-28T12:00:00+00:00,below,76050.0,76383.49,168.0,0.05,0.5437,0.4937,50.0,False,-50.0,0.0,-50.0,-2569.5904
B,KXBTC-26APR2808-B76050,2026-04-28T12:00:00+00:00,below,76050.0,76383.49,168.0,0.05,0.4119,0.3619,50.0,False,-50.0,0.0,-50.0,-2431.5449
AB,KXBTC-26APR2808-B76050,2026-04-28T12:00:00+00:00,below,76050.0,76383.49,168.0,0.05,0.4449,0.3949,50.0,False,-50.0,0.0,-50.0,-2469.5904
A,KXBTC-26APR2804-B77750,2026-04-28T08:00:00+00:00,below,77750.0,76856.0,168.0,0.09,0.5662,0.4762,50.0,False,-50.0,0.0,-50.0,-2619.5904
B,KXBTC-26APR2804-B77750,2026-04-28T08:00:00+00:00,below,77750.0,76856.0,168.0,0.09,0.5662,0.4762,50.0,False,-50.0,0.0,-50.0,-2481.5449
AB,KXBTC-26APR2804-B77750,2026-04-28T08:00:00+00:00,below,77750.0,76856.0,168.0,0.09,0.5662,0.4762,50.0,False,-50.0,0.0,-50.0,-2519.5904
A,KXBTC-26APR2901-B78750,2026-04-29T05:00:00+00:00,below,78750.0,77280.36,168.0,0.09,0.5795,0.4895,50.0,False,-50.0,0.0,-50.0,-2669.5904
B,KXBTC-26APR2901-B78750,2026-04-29T05:00:00+00:00,below,78750.0,77280.36,168.0,0.09,0.4958,0.4058,50.0,False,-50.0,0.0,-50.0,-2531.5449
AB,KXBTC-26APR2901-B78750,2026-04-29T05:00:00+00:00,below,78750.0,77280.36,168.0,0.09,0.5167,0.4267,50.0,False,-50.0,0.0,-50.0,-2569.5904
A,KXBTC-26APR2908-B78850,2026-04-29T12:00:00+00:00,below,78850.0,77123.22,168.0,0.14,0.5845,0.4445,50.0,False,-50.0,0.0,-50.0,-2719.5904
B,KXBTC-26APR2908-B78850,2026-04-29T12:00:00+00:00,below,78850.0,77123.22,168.0,0.14,0.5078,0.3678,50.0,False,-50.0,0.0,-50.0,-2581.5449
AB,KXBTC-26APR2908-B78850,2026-04-29T12:00:00+00:00,below,78850.0,77123.22,168.0,0.14,0.527,0.387,50.0,False,-50.0,0.0,-50.0,-2619.5904
A,KXBTC-26APR2910-B76650,2026-04-29T14:00:00+00:00,below,76650.0,76555.55,168.0,0.05,0.548,0.498,50.0,False,-50.0,0.0,-50.0,-2769.5904
B,KXBTC-26APR2910-B76650,2026-04-29T14:00:00+00:00,below,76650.0,76555.55,168.0,0.05,0.548,0.498,50.0,False,-50.0,0.0,-50.0,-2631.5449
AB,KXBTC-26APR2910-B76650,2026-04-29T14:00:00+00:00,below,76650.0,76555.55,168.0,0.05,0.548,0.498,50.0,False,-50.0,0.0,-50.0,-2669.5904
A,KXBTC-26APR2908-B75750,2026-04-29T12:00:00+00:00,below,75750.0,77123.22,168.0,0.77,0.5209,-0.2491,50.0,True,167.3913,11.7174,155.6739,-2613.9165
B,KXBTC-26APR2908-B75750,2026-04-29T12:00:00+00:00,below,75750.0,77123.22,168.0,0.77,0.3644,-0.4056,50.0,True,167.3913,11.7174,155.6739,-2475.871
AB,KXBTC-26APR2908-B75750,2026-04-29T12:00:00+00:00,below,75750.0,77123.22,168.0,0.77,0.4035,-0.3665,50.0,True,167.3913,11.7174,155.6739,-2513.9165
A,KXBTC-26APR2906-B78050,2026-04-29T10:00:00+00:00,below,78050.0,77622.55,168.0,0.05,0.5584,0.5084,50.0,False,-50.0,0.0,-50.0,-2663.9165
B,KXBTC-26APR2906-B78050,2026-04-29T10:00:00+00:00,below,78050.0,77622.55,168.0,0.05,0.4447,0.3947,50.0,False,-50.0,0.0,-50.0,-2525.871
AB,KXBTC-26APR2906-B78050,2026-04-29T10:00:00+00:00,below,78050.0,77622.55,168.0,0.05,0.4731,0.4231,50.0,False,-50.0,0.0,-50.0,-2563.9165
A,KXBTC-26APR2907-B79550,2026-04-29T11:00:00+00:00,below,79550.0,77580.73,168.0,0.69,0.5891,-0.1009,50.0,True,111.2903,7.7903,103.5,-2560.4165
B,KXBTC-26APR2907-B79550,2026-04-29T11:00:00+00:00,below,79550.0,77580.73,168.0,0.69,0.5242,-0.1658,50.0,True,111.2903,7.7903,103.5,-2422.371
AB,KXBTC-26APR2907-B79550,2026-04-29T11:00:00+00:00,below,79550.0,77580.73,168.0,0.69,0.5404,-0.1496,50.0,True,111.2903,7.7903,103.5,-2460.4165
A,KXBTC-26APR2901-B76550,2026-04-29T05:00:00+00:00,below,76550.0,77280.36,168.0,0.09,0.5349,0.4449,50.0,False,-50.0,0.0,-50.0,-2610.4165
B,KXBTC-26APR2901-B76550,2026-04-29T05:00:00+00:00,below,76550.0,77280.36,168.0,0.09,0.3939,0.3039,50.0,False,-50.0,0.0,-50.0,-2472.371
