strategy,market_ticker,close_time,side,strike,spot_at_open,hours_to_expiry,market_implied_prob,fair_prob,edge,position_size,won,gross_pnl,kalshi_fee,net_pnl,cum_pnl
A,KXBTC-26APR1403-B73950,2026-04-14T07:00:00+00:00,below,73950.0,74590.8,168.0,0.14,0.5729,0.4329,50.0,False,-50.0,0.0,-50.0,-700.0
B,KXBTC-26APR1403-B73950,2026-04-14T07:00:00+00:00,below,73950.0,74590.8,168.0,0.14,0.5729,0.4329,50.0,False,-50.0,0.0,-50.0,-650.0
AB,KXBTC-26APR1403-B73950,2026-04-14T07:00:00+00:00,below,73950.0,74590.8,168.0,0.14,0.5729,0.4329,50.0,False,-50.0,0.0,-50.0,-650.0
A,KXBTC-26APR1409-B74550,2026-04-14T13:00:00+00:00,below,74550.0,75608.99,168.0,0.07,0.5357,0.4657,50.0,False,-50.0,0.0,-50.0,-750.0
B,KXBTC-26APR1409-B74550,2026-04-14T13:00:00+00:00,below,74550.0,75608.99,168.0,0.07,0.4144,0.3444,50.0,False,-50.0,0.0,-50.0,-700.0
AB,KXBTC-26APR1409-B74550,2026-04-14T13:00:00+00:00,below,74550.0,75608.99,168.0,0.07,0.4448,0.3748,50.0,False,-50.0,0.0,-50.0,-700.0
A,KXBTC-26APR1413-B74450,2026-04-14T17:00:00+00:00,below,74450.0,74806.0,168.0,0.05,0.5489,0.4989,50.0,False,-50.0,0.0,-50.0,-800.0
B,KXBTC-26APR1413-B74450,2026-04-14T17:00:00+00:00,below,74450.0,74806.0,168.0,0.05,0.4556,0.4056,50.0,False,-50.0,0.0,-50.0,-750.0
AB,KXBTC-26APR1413-B74450,2026-04-14T17:00:00+00:00,below,74450.0,74806.0,168.0,0.05,0.4789,0.4289,50.0,False,-50.0,0.0,-50.0,-750.0
A,KXBTC-26APR1418-B73350,2026-04-14T22:00:00+00:00,below,73350.0,74067.36,168.0,0.14,0.5602,0.4202,50.0,False,-50.0,0.0,-50.0,-850.0
B,KXBTC-26APR1418-B73350,2026-04-14T22:00:00+00:00,below,73350.0,74067.36,168.0,0.14,0.5602,0.4202,50.0,False,-50.0,0.0,-50.0,-800.0
AB,KXBTC-26APR1418-B73350,2026-04-14T22:00:00+00:00,below,73350.0,74067.36,168.0,0.14,0.5602,0.4202,50.0,False,-50.0,0.0,-50.0,-800.0
A,KXBTC-26APR1403-B73750,2026-04-14T07:00:00+00:00,below,73750.0,74590.8,168.0,0.95,0.5703,-0.3797,50.0,True,950.0,66.5,883.5,33.5
B,KXBTC-26APR1403-B73750,2026-04-14T07:00:00+00:00,below,73750.0,74590.8,168.0,0.95,0.5703,-0.3797,50.0,True,950.0,66.5,883.5,83.5
AB,KXBTC-26APR1403-B73750,2026-04-14T07:00:00+00:00,below,73750.0,74590.8,168.0,0.95,0.5703,-0.3797,50.0,True,950.0,66.5,883.5,83.5
A,KXBTC-26APR1413-B75350,2026-04-14T17:00:00+00:00,below,75350.0,74806.0,168.0,0.09,0.5659,0.4759,50.0,False,-50.0,0.0,-50.0,-16.5
B,KXBTC-26APR1413-B75350,2026-04-14T17:00:00+00:00,below,75350.0,74806.0,168.0,0.09,0.5076,0.4176,50.0,False,-50.0,0.0,-50.0,33.5
AB,KXBTC-26APR1413-B75350,2026-04-14T17:00:00+00:00,below,75350.0,74806.0,168.0,0.09,0.5222,0.4322,50.0,False,-50.0,0.0,-50.0,33.5
A,KXBTC-26APR1405-B75250,2026-04-14T09:00:00+00:00,below,75250.0,74546.65,168.0,0.05,0.5689,0.5189,50.0,False,-50.0,0.0,-50.0,-66.5
B,KXBTC-26APR1405-B75250,2026-04-14T09:00:00+00:00,below,75250.0,74546.65,168.0,0.05,0.5217,0.4717,50.0,False,-50.0,0.0,-50.0,-16.5
AB,KXBTC-26APR1405-B75250,2026-04-14T09:00:00+00:00,below,75250.0,74546.65,168.0,0.05,0.5335,0.4835,50.0,False,-50.0,0.0,-50.0,-16.5
A,KXBTC-26APR1412-B74350,2026-04-14T16:00:00+00:00,below,74350.0,74698.73,168.0,0.19,0.549,0.359,50.0,False,-50.0,0.0,-50.0,-116.5
B,KXBTC-26APR1412-B74350,2026-04-14T16:00:00+00:00,below,74350.0,74698.73,168.0,0.19,0.4562,0.2662,50.0,False,-50.0,0.0,-50.0,-66.5
AB,KXBTC-26APR1412-B74350,2026-04-14T16:00:00+00:00,below,74350.0,74698.73,168.0,0.19,0.4794,0.2894,50.0,False,-50.0,0.0,-50.0,-66.5
A,KXBTC-26APR1408-B76250,2026-04-14T12:00:00+00:00,below,76250.0,74488.79,168.0,0.19,0.5884,0.3984,50.0,False,-50.0,0.0,-50.0,-166.5
B,KXBTC-26APR1408-B76250,2026-04-14T12:00:00+00:00,below,76250.0,74488.79,168.0,0.19,0.5776,0.3876,50.0,False,-50.0,0.0,-50.0,-116.5
AB,KXBTC-26APR1408-B76250,2026-04-14T12:00:00+00:00,below,76250.0,74488.79,168.0,0.19,0.5803,0.3903,50.0,False,-50.0,0.0,-50.0,-116.5
A,KXBTC-26APR1417-B74375,2026-04-14T21:00:00+00:00,below,74375.0,74315.62,168.0,0.06,0.5568,0.4968,50.0,False,-50.0,0.0,-50.0,-216.5
B,KXBTC-26APR1417-B74375,2026-04-14T21:00:00+00:00,below,74375.0,74315.62,168.0,0.06,0.4928,0.4328,50.0,False,-50.0,0.0,-50.0,-166.5
AB,KXBTC-26APR1417-B74375,2026-04-14T21:00:00+00:00,below,74375.0,74315.62,168.0,0.06,0.5088,0.4488,50.0,False,-50.0,0.0,-50.0,-166.5
A,KXBTC-26APR1402-B74450,2026-04-14T06:00:00+00:00,below,74450.0,74562.48,168.0,0.22,0.5808,0.3608,50.0,False,-50.0,0.0,-50.0,-266.5
B,KXBTC-26APR1402-B74450,2026-04-14T06:00:00+00:00,below,74450.0,74562.48,168.0,0.22,0.5808,0.3608,50.0,False,-50.0,0.0,-50.0,-216.5
AB,KXBTC-26APR1402-B74450,2026-04-14T06:00:00+00:00,below,74450.0,74562.48,168.0,0.22,0.5808,0.3608,50.0,False,-50.0,0.0,-50.0,-216.5
A,KXBTC-26APR1408-B73850,2026-04-14T12:00:00+00:00,below,73850.0,74488.79,168.0,0.24,0.5435,0.3035,50.0,False,-50.0,0.0,-50.0,-316.5
B,KXBTC-26APR1408-B73850,2026-04-14T12:00:00+00:00,below,73850.0,74488.79,168.0,0.24,0.4407,0.2007,50.0,False,-50.0,0.0,-50.0,-266.5
AB,KXBTC-26APR1408-B73850,2026-04-14T12:00:00+00:00,below,73850.0,74488.79,168.0,0.24,0.4664,0.2264,50.0,False,-50.0,0.0,-50.0,-266.5
A,KXBTC-26APR1417-B76125,2026-04-14T21:00:00+00:00,below,76125.0,74315.62,168.0,0.07,0.5894,0.5194,50.0,False,-50.0,0.0,-50.0,-366.5
B,KXBTC-26APR1417-B76125,2026-04-14T21:00:00+00:00,below,76125.0,74315.62,168.0,0.07,0.5914,0.5214,50.0,False,-50.0,0.0,-50.0,-316.5
AB,KXBTC-26APR1417-B76125,2026-04-14T21:00:00+00:00,below,76125.0,74315.62,168.0,0.07,0.5909,0.5209,50.0,False,-50.0,0.0,-50.0,-316.5
A,KXBTC-26APR1405-B74250,2026-04-14T09:00:00+00:00,below,74250.0,74546.65,168.0,0.05,0.55,0.5,50.0,False,-50.0,0.0,-50.0,-416.5
B,KXBTC-26APR1405-B74250,2026-04-14T09:00:00+00:00,below,74250.0,74546.65,168.0,0.05,0.4637,0.4137,50.0,False,-50.0,0.0,-50.0,-366.5
AB,KXBTC-26APR1405-B74250,2026-04-14T09:00:00+00:00,below,74250.0,74546.65,168.0,0.05,0.4853,0.4353,50.0,False,-50.0,0.0,-50.0,-366.5
A,KXBTC-26APR1518-B75050,2026-04-15T22:00:00+00:00,below,75050.0,74992.25,168.0,0.05,0.5502,0.5002,50.0,False,-50.0,0.0,-50.0,-466.5
B,KXBTC-26APR1518-B75050,2026-04-15T22:00:00+00:00,below,75050.0,74992.25,168.0,0.05,0.5502,0.5002,50.0,False,-50.0,0.0,-50.0,-416.5
AB,KXBTC-26APR1518-B75050,2026-04-15T22:00:00+00:00,below,75050.0,74992.25,168.0,0.05,0.5502,0.5002,50.0,False,-50.0,0.0,-50.0,-416.5
A,KXBTC-26APR1421-B75450,2026-04-15T01:00:00+00:00,below,75450.0,74649.0,168.0,0.2,0.5831,0.3831,50.0,False,-50.0,0.0,-50.0,-516.5
B,KXBTC-26APR1421-B75450,2026-04-15T01:00:00+00:00,below,75450.0,74649.0,168.0,0.2,0.5831,0.3831,50.0,False,-50.0,0.0,-50.0,-466.5
AB,KXBTC-26APR1421-B75450,2026-04-15T01:00:00+00:00,below,75450.0,74649.0,168.0,0.2,0.5831,0.3831,50.0,False,-50.0,0.0,-50.0,-466.5
A,KXBTC-26APR1508-B75650,2026-04-15T12:00:00+00:00,below,75650.0,74302.48,168.0,0.2,0.581,0.381,50.0,False,-50.0,0.0,-50.0,-566.5
B,KXBTC-26APR1508-B75650,2026-04-15T12:00:00+00:00,below,75650.0,74302.48,168.0,0.2,0.5792,0.3792,50.0,False,-50.0,0.0,-50.0,-516.5
AB,KXBTC-26APR1508-B75650,2026-04-15T12:00:00+00:00,below,75650.0,74302.48,168.0,0.2,0.5796,0.3796,50.0,False,-50.0,0.0,-50.0,-516.5
A,KXBTC-26APR1502-B75350,2026-04-15T06:00:00+00:00,below,75350.0,73924.0,168.0,0.09,0.5904,0.5004,50.0,False,-50.0,0.0,-50.0,-616.5
B,KXBTC-26APR1502-B75350,2026-04-15T06:00:00+00:00,below,75350.0,73924.0,168.0,0.09,0.5904,0.5004,50.0,False,-50.0,0.0,-50.0,-566.5
AB,KXBTC-26APR1502-B75350,2026-04-15T06:00:00+00:00,below,75350.0,73924.0,168.0,0.09,0.5904,0.5004,50.0,False,-50.0,0.0,-50.0,-566.5
A,KXBTC-26APR1508-B73950,2026-04-15T12:00:00+00:00,below,73950.0,74302.48,168.0,0.11,0.5492,0.4392,50.0,False,-50.0,0.0,-50.0,-666.5
B,KXBTC-26APR1508-B73950,2026-04-15T12:00:00+00:00,below,73950.0,74302.48,168.0,0.11,0.4825,0.3725,50.0,False,-50.0,0.0,-50.0,-616.5
AB,KXBTC-26APR1508-B73950,2026-04-15T12:00:00+00:00,below,73950.0,74302.48,168.0,0.11,0.4992,0.3892,50.0,False,-50.0,0.0,-50.0,-616.5
A,KXBTC-26APR1420-B74850,2026-04-15T00:00:00+00:00,below,74850.0,74601.5,168.0,0.14,0.5756,0.4356,50.0,False,-50.0,0.0,-50.0,-716.5
B,KXBTC-26APR1420-B74850,2026-04-15T00:00:00+00:00,below,74850.0,74601.5,168.0,0.14,0.5756,0.4356,50.0,False,-50.0,0.0,-50.0,-666.5
AB,KXBTC-26APR1420-B74850,2026-04-15T00:00:00+00:00,below,74850.0,74601.5,168.0,0.14,0.5756,0.4356,50.0,False,-50.0,0.0,-50.0,-666.5
A,KXBTC-26APR1421-B72750,2026-04-15T01:00:00+00:00,below,72750.0,74649.0,168.0,0.8,0.5432,-0.2568,50.0,True,200.0,14.0,186.0,-530.5
B,KXBTC-26APR1421-B72750,2026-04-15T01:00:00+00:00,below,72750.0,74649.0,168.0,0.8,0.5432,-0.2568,50.0,True,200.0,14.0,186.0,-480.5
AB,KXBTC-26APR1421-B72750,2026-04-15T01:00:00+00:00,below,72750.0,74649.0,168.0,0.8,0.5432,-0.2568,50.0,True,200.0,14.0,186.0,-480.5
A,KXBTC-26APR1509-B74750,2026-04-15T13:00:00+00:00,below,74750.0,74069.62,168.0,0.06,0.5687,0.5087,50.0,False,-50.0,0.0,-50.0,-580.5
B,KXBTC-26APR1509-B74750,2026-04-15T13:00:00+00:00,below,74750.0,74069.62,168.0,0.06,0.5386,0.4786,50.0,False,-50.0,0.0,-50.0,-530.5
AB,KXBTC-26APR1509-B74750,2026-04-15T13:00:00+00:00,below,74750.0,74069.62,168.0,0.06,0.5461,0.4861,50.0,False,-50.0,0.0,-50.0,-530.5
A,KXBTC-26APR1504-B75650,2026-04-15T08:00:00+00:00,below,75650.0,74139.99,168.0,0.08,0.5924,0.5124,50.0,False,-50.0,0.0,-50.0,-630.5
B,KXBTC-26APR1504-B75650,2026-04-15T08:00:00+00:00,below,75650.0,74139.99,168.0,0.08,0.5924,0.5124,50.0,False,-50.0,0.0,-50.0,-580.5
AB,KXBTC-26APR1504-B75650,2026-04-15T08:00:00+00:00,below,75650.0,74139.99,168.0,0.08,0.5924,0.5124,50.0,False,-50.0,0.0,-50.0,-580.5
A,KXBTC-26APR1510-B74550,2026-04-15T14:00:00+00:00,below,74550.0,74168.81,168.0,0.09,0.5646,0.4746,50.0,False,-50.0,0.0,-50.0,-680.5
B,KXBTC-26APR1510-B74550,2026-04-15T14:00:00+00:00,below,74550.0,74168.81,168.0,0.09,0.5646,0.4746,50.0,False,-50.0,0.0,-50.0,-630.5
AB,KXBTC-26APR1510-B74550,2026-04-15T14:00:00+00:00,below,74550.0,74168.81,168.0,0.09,0.5646,0.4746,50.0,False,-50.0,0.0,-50.0,-630.5
A,KXBTC-26APR1504-B72650,2026-04-15T08:00:00+00:00,below,72650.0,74139.99,168.0,0.2,0.5474,0.3474,50.0,False,-50.0,0.0,-50.0,-730.5
B,KXBTC-26APR1504-B72650,2026-04-15T08:00:00+00:00,below,72650.0,74139.99,168.0,0.2,0.5474,0.3474,50.0,False,-50.0,0.0,-50.0,-680.5
AB,KXBTC-26APR1504-B72650,2026-04-15T08:00:00+00:00,below,72650.0,74139.99,168.0,0.2,0.5474,0.3474,50.0,False,-50.0,0.0,-50.0,-680.5
A,KXBTC-26APR1507-B75950,2026-04-15T11:00:00+00:00,below,75950.0,74232.72,168.0,0.77,0.5878,-0.1822,50.0,True,167.3913,11.7174,155.6739,-574.8261
B,KXBTC-26APR1507-B75950,2026-04-15T11:00:00+00:00,below,75950.0,74232.72,168.0,0.77,0.5917,-0.1783,50.0,True,167.3913,11.7174,155.6739,-524.8261
AB,KXBTC-26APR1507-B75950,2026-04-15T11:00:00+00:00,below,75950.0,74232.72,168.0,0.77,0.5907,-0.1793,50.0,True,167.3913,11.7174,155.6739,-524.8261
A,KXBTC-26APR1504-B72250,2026-04-15T08:00:00+00:00,below,72250.0,74139.99,168.0,0.2,0.5412,0.3412,50.0,False,-50.0,0.0,-50.0,-624.8261
B,KXBTC-26APR1504-B72250,2026-04-15T08:00:00+00:00,below,72250.0,74139.99,168.0,0.2,0.5412,0.3412,50.0,False,-50.0,0.0,-50.0,-574.8261
AB,KXBTC-26APR1504-B72250,2026-04-15T08:00:00+00:00,below,72250.0,74139.99,168.0,0.2,0.5412,0.3412,50.0,False,-50.0,0.0,-50.0,-574.8261
A,KXBTC-26APR1420-B75150,2026-04-15T00:00:00+00:00,below,75150.0,74601.5,168.0,0.14,0.5799,0.4399,50.0,False,-50.0,0.0,-50.0,-674.8261
B,KXBTC-26APR1420-B75150,2026-04-15T00:00:00+00:00,below,75150.0,74601.5,168.0,0.14,0.5799,0.4399,50.0,False,-50.0,0.0,-50.0,-624.8261
AB,KXBTC-26APR1420-B75150,2026-04-15T00:00:00+00:00,below,75150.0,74601.5,168.0,0.14,0.5799,0.4399,50.0,False,-50.0,0.0,-50.0,-624.8261
A,KXBTC-26APR1508-B72150,2026-04-15T12:00:00+00:00,below,72150.0,74302.48,168.0,0.77,0.5144,-0.2556,50.0,True,167.3913,11.7174,155.6739,-519.1522
B,KXBTC-26APR1508-B72150,2026-04-15T12:00:00+00:00,below,72150.0,74302.48,168.0,0.77,0.3825,-0.3875,50.0,True,167.3913,11.7174,155.6739,-469.1522
AB,KXBTC-26APR1508-B72150,2026-04-15T12:00:00+00:00,below,72150.0,74302.48,168.0,0.77,0.4155,-0.3545,50.0,True,167.3913,11.7174,155.6739,-469.1522
A,KXBTC-26APR1501-B76250,2026-04-15T05:00:00+00:00,below,76250.0,74047.15,168.0,0.79,0.5966,-0.1934,50.0,True,188.0952,13.1667,174.9286,-344.2236
B,KXBTC-26APR1501-B76250,2026-04-15T05:00:00+00:00,below,76250.0,74047.15,168.0,0.79,0.6192,-0.1708,50.0,True,188.0952,13.1667,174.9286,-294.2236
AB,KXBTC-26APR1501-B76250,2026-04-15T05:00:00+00:00,below,76250.0,74047.15,168.0,0.79,0.6135,-0.1765,50.0,True,188.0952,13.1667,174.9286,-294.2236
A,KXBTC-26APR1501-B76050,2026-04-15T05:00:00+00:00,below,76050.0,74047.15,168.0,0.79,0.593,-0.197,50.0,True,188.0952,13.1667,174.9286,-169.295
B,KXBTC-26APR1501-B76050,2026-04-15T05:00:00+00:00,below,76050.0,74047.15,168.0,0.79,0.609,-0.181,50.0,True,188.0952,13.1667,174.9286,-119.295
AB,KXBTC-26APR1501-B76050,2026-04-15T05:00:00+00:00,below,76050.0,74047.15,168.0,0.79,0.605,-0.185,50.0,True,188.0952,13.1667,174.9286,-119.295
A,KXBTC-26APR1503-B73550,2026-04-15T07:00:00+00:00,below,73550.0,73771.35,168.0,0.05,0.5656,0.5156,50.0,False,-50.0,0.0,-50.0,-219.295
B,KXBTC-26APR1503-B73550,2026-04-15T07:00:00+00:00,below,73550.0,73771.35,168.0,0.05,0.5656,0.5156,50.0,False,-50.0,0.0,-50.0,-169.295
AB,KXBTC-26APR1503-B73550,2026-04-15T07:00:00+00:00,below,73550.0,73771.35,168.0,0.05,0.5656,0.5156,50.0,False,-50.0,0.0,-50.0,-169.295
A,KXBTC-26APR1606-B75250,2026-04-16T10:00:00+00:00,below,75250.0,74325.74,168.0,0.14,0.5726,0.4326,50.0,False,-50.0,0.0,-50.0,-269.295
B,KXBTC-26APR1606-B75250,2026-04-16T10:00:00+00:00,below,75250.0,74325.74,168.0,0.14,0.5509,0.4109,50.0,False,-50.0,0.0,-50.0,-219.295
AB,KXBTC-26APR1606-B75250,2026-04-16T10:00:00+00:00,below,75250.0,74325.74,168.0,0.14,0.5563,0.4163,50.0,False,-50.0,0.0,-50.0,-219.295
A,KXBTC-26APR1601-B73850,2026-04-16T05:00:00+00:00,below,73850.0,75060.65,168.0,0.2,0.5317,0.3317,50.0,False,-50.0,0.0,-50.0,-319.295
B,KXBTC-26APR1601-B73850,2026-04-16T05:00:00+00:00,below,73850.0,75060.65,168.0,0.2,0.4252,0.2252,50.0,False,-50.0,0.0,-50.0,-269.295
AB,KXBTC-26APR1601-B73850,2026-04-16T05:00:00+00:00,below,73850.0,75060.65,168.0,0.2,0.4518,0.2518,50.0,False,-50.0,0.0,-50.0,-269.295
A,KXBTC-26APR1609-B76050,2026-04-16T13:00:00+00:00,below,76050.0,73788.46,168.0,0.14,0.5977,0.4577,50.0,False,-50.0,0.0,-50.0,-369.295
B,KXBTC-26APR1609-B76050,2026-04-16T13:00:00+00:00,below,76050.0,73788.46,168.0,0.14,0.6296,0.4896,50.0,False,-50.0,0.0,-50.0,-319.295
AB,KXBTC-26APR1609-B76050,2026-04-16T13:00:00+00:00,below,76050.0,73788.46,168.0,0.14,0.6216,0.4816,50.0,False,-50.0,0.0,-50.0,-319.295
A,KXBTC-26APR1616-B73350,2026-04-16T20:00:00+00:00,below,73350.0,75245.99,168.0,0.14,0.5178,0.3778,50.0,False,-50.0,0.0,-50.0,-419.295
B,KXBTC-26APR1616-B73350,2026-04-16T20:00:00+00:00,below,73350.0,75245.99,168.0,0.14,0.3885,0.2485,50.0,False,-50.0,0.0,-50.0,-369.295
AB,KXBTC-26APR1616-B73350,2026-04-16T20:00:00+00:00,below,73350.0,75245.99,168.0,0.14,0.4209,0.2809,50.0,False,-50.0,0.0,-50.0,-369.295
A,KXBTC-26APR1614-B73150,2026-04-16T18:00:00+00:00,below,73150.0,75052.22,168.0,0.14,0.5176,0.3776,50.0,False,-50.0,0.0,-50.0,-469.295
B,KXBTC-26APR1614-B73150,2026-04-16T18:00:00+00:00,below,73150.0,75052.22,168.0,0.14,0.3886,0.2486,50.0,False,-50.0,0.0,-50.0,-419.295
AB,KXBTC-26APR1614-B73150,2026-04-16T18:00:00+00:00,below,73150.0,75052.22,168.0,0.14,0.4208,0.2808,50.0,False,-50.0,0.0,-50.0,-419.295
A,KXBTC-26APR1609-B75450,2026-04-16T13:00:00+00:00,below,75450.0,73788.46,168.0,0.14,0.5865,0.4465,50.0,False,-50.0,0.0,-50.0,-519.295
B,KXBTC-26APR1609-B75450,2026-04-16T13:00:00+00:00,below,75450.0,73788.46,168.0,0.14,0.5988,0.4588,50.0,False,-50.0,0.0,-50.0,-469.295
AB,KXBTC-26APR1609-B75450,2026-04-16T13:00:00+00:00,below,75450.0,73788.46,168.0,0.14,0.5957,0.4557,50.0,False,-50.0,0.0,-50.0,-469.295
A,KXBTC-26APR1606-B72750,2026-04-16T10:00:00+00:00,below,72750.0,74325.74,168.0,0.76,0.5242,-0.2358,50.0,True,158.3333,11.0833,147.25,-372.045
